gender_identity,total,population,start_date,end_date,question,household_type,count
Male,248,adults,2018-01-01,2018-01-31,Q10a,without_children,221
Male,248,adults,2018-01-01,2018-01-31,Q10a,with_children_and_adults,26
Male,248,adults,2018-01-01,2018-01-31,Q10a,unknown_household_type,1
Female,168,adults,2018-01-01,2018-01-31,Q10a,without_children,106
Female,168,adults,2018-01-01,2018-01-31,Q10a,with_children_and_adults,62
Female,168,adults,2018-01-01,2018-01-31,Q10a,unknown_household_type,0
No Single Gender,0,adults,2018-01-01,2018-01-31,Q10a,without_children,0
No Single Gender,0,adults,2018-01-01,2018-01-31,Q10a,with_children_and_adults,0
No Single Gender,0,adults,2018-01-01,2018-01-31,Q10a,unknown_household_type,0
Questioning,0,adults,2018-01-01,2018-01-31,Q10a,without_children,0
Questioning,0,adults,2018-01-01,2018-01-31,Q10a,with_children_and_adults,0
Questioning,0,adults,2018-01-01,2018-01-31,Q10a,unknown_household_type,0
Transgender,1,adults,2018-01-01,2018-01-31,Q10a,without_children,1
Transgender,1,adults,2018-01-01,2018-01-31,Q10a,with_children_and_adults,0
Transgender,1,adults,2018-01-01,2018-01-31,Q10a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,adults,2018-01-01,2018-01-31,Q10a,without_children,0
Client Doesn't Know/Client Refused,0,adults,2018-01-01,2018-01-31,Q10a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,adults,2018-01-01,2018-01-31,Q10a,unknown_household_type,0
Data Not Collected,0,adults,2018-01-01,2018-01-31,Q10a,without_children,0
Data Not Collected,0,adults,2018-01-01,2018-01-31,Q10a,with_children_and_adults,0
Data Not Collected,0,adults,2018-01-01,2018-01-31,Q10a,unknown_household_type,0
