ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,64,all_households,2018-01-01,2018-01-31,Q26a,without_children,61
Chronically Homeless ,64,all_households,2018-01-01,2018-01-31,Q26a,with_children_and_adults,2
Chronically Homeless ,64,all_households,2018-01-01,2018-01-31,Q26a,with_only_children,1
Chronically Homeless ,64,all_households,2018-01-01,2018-01-31,Q26a,unknown_household_type,0
Not Chronically Homeless,277,all_households,2018-01-01,2018-01-31,Q26a,without_children,217
Not Chronically Homeless,277,all_households,2018-01-01,2018-01-31,Q26a,with_children_and_adults,60
Not Chronically Homeless,277,all_households,2018-01-01,2018-01-31,Q26a,with_only_children,0
Not Chronically Homeless,277,all_households,2018-01-01,2018-01-31,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,4,all_households,2018-01-01,2018-01-31,Q26a,without_children,4
Client Doesn't Know/Client Refused,4,all_households,2018-01-01,2018-01-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_households,2018-01-01,2018-01-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,4,all_households,2018-01-01,2018-01-31,Q26a,unknown_household_type,0
Data Not Collected,10,all_households,2018-01-01,2018-01-31,Q26a,without_children,10
Data Not Collected,10,all_households,2018-01-01,2018-01-31,Q26a,with_children_and_adults,0
Data Not Collected,10,all_households,2018-01-01,2018-01-31,Q26a,with_only_children,0
Data Not Collected,10,all_households,2018-01-01,2018-01-31,Q26a,unknown_household_type,0
