conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_start,15
Mental Health Disorder,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_latest_assessment_for_stayers,13
Mental Health Disorder,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_exit_for_leavers,2
Alcohol Use Disorder,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_start,4
Alcohol Use Disorder,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_latest_assessment_for_stayers,4
Alcohol Use Disorder,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_exit_for_leavers,0
Drug Use Disorder,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_start,3
Drug Use Disorder,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_latest_assessment_for_stayers,3
Drug Use Disorder,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_start,2
Both Alcohol and Drug Use Disorders,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_latest_assessment_for_stayers,2
Both Alcohol and Drug Use Disorders,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_exit_for_leavers,0
Chronic Health Condition,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_start,8
Chronic Health Condition,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_latest_assessment_for_stayers,8
Chronic Health Condition,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_exit_for_leavers,0
HIV/AIDS,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_start,2
HIV/AIDS,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_latest_assessment_for_stayers,2
HIV/AIDS,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_exit_for_leavers,0
Development Disability,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_start,2
Development Disability,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_latest_assessment_for_stayers,2
Development Disability,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_exit_for_leavers,0
Physical Disability,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_start,11
Physical Disability,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_latest_assessment_for_stayers,9
Physical Disability,veterans,2018-01-01,2018-01-31,Q25e,conditions_at_exit_for_leavers,2
