dv_history,total,population,start_date,end_date,question,household_type,count
Yes,60,all_persons,2018-01-01,2018-01-31,Q14a,without_children,37
Yes,60,all_persons,2018-01-01,2018-01-31,Q14a,with_children_and_adults,23
Yes,60,all_persons,2018-01-01,2018-01-31,Q14a,with_only_children,0
Yes,60,all_persons,2018-01-01,2018-01-31,Q14a,unknown_household_type,0
No,337,all_persons,2018-01-01,2018-01-31,Q14a,without_children,272
No,337,all_persons,2018-01-01,2018-01-31,Q14a,with_children_and_adults,64
No,337,all_persons,2018-01-01,2018-01-31,Q14a,with_only_children,1
No,337,all_persons,2018-01-01,2018-01-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2018-01-01,2018-01-31,Q14a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2018-01-01,2018-01-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2018-01-01,2018-01-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2018-01-01,2018-01-31,Q14a,unknown_household_type,0
Data Not Collected,20,all_persons,2018-01-01,2018-01-31,Q14a,without_children,18
Data Not Collected,20,all_persons,2018-01-01,2018-01-31,Q14a,with_children_and_adults,1
Data Not Collected,20,all_persons,2018-01-01,2018-01-31,Q14a,with_only_children,0
Data Not Collected,20,all_persons,2018-01-01,2018-01-31,Q14a,unknown_household_type,1
