pit_month,total,population,start_date,end_date,question,household_type,count
January,278,all_households,2018-01-01,2018-01-31,Q8b,without_children,230
January,278,all_households,2018-01-01,2018-01-31,Q8b,with_children_and_adults,47
January,278,all_households,2018-01-01,2018-01-31,Q8b,with_only_children,1
January,278,all_households,2018-01-01,2018-01-31,Q8b,unknown_household_type,0
April,0,all_households,2018-01-01,2018-01-31,Q8b,without_children,0
April,0,all_households,2018-01-01,2018-01-31,Q8b,with_children_and_adults,0
April,0,all_households,2018-01-01,2018-01-31,Q8b,with_only_children,0
April,0,all_households,2018-01-01,2018-01-31,Q8b,unknown_household_type,0
July,0,all_households,2018-01-01,2018-01-31,Q8b,without_children,0
July,0,all_households,2018-01-01,2018-01-31,Q8b,with_children_and_adults,0
July,0,all_households,2018-01-01,2018-01-31,Q8b,with_only_children,0
July,0,all_households,2018-01-01,2018-01-31,Q8b,unknown_household_type,0
October,0,all_households,2018-01-01,2018-01-31,Q8b,without_children,0
October,0,all_households,2018-01-01,2018-01-31,Q8b,with_children_and_adults,0
October,0,all_households,2018-01-01,2018-01-31,Q8b,with_only_children,0
October,0,all_households,2018-01-01,2018-01-31,Q8b,unknown_household_type,0
