count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,194,44,90,stayers,2018-01-01,2018-01-31,Q13c2,without_children,50
None,194,44,90,stayers,2018-01-01,2018-01-31,Q13c2,with_only_children,10
None,194,44,90,stayers,2018-01-01,2018-01-31,Q13c2,unknown_household_type,0
1 Condition,145,14,10,stayers,2018-01-01,2018-01-31,Q13c2,without_children,121
1 Condition,145,14,10,stayers,2018-01-01,2018-01-31,Q13c2,with_only_children,0
1 Condition,145,14,10,stayers,2018-01-01,2018-01-31,Q13c2,unknown_household_type,0
2 Conditions,63,8,2,stayers,2018-01-01,2018-01-31,Q13c2,without_children,53
2 Conditions,63,8,2,stayers,2018-01-01,2018-01-31,Q13c2,with_only_children,0
2 Conditions,63,8,2,stayers,2018-01-01,2018-01-31,Q13c2,unknown_household_type,0
3+ Conditions,37,3,0,stayers,2018-01-01,2018-01-31,Q13c2,without_children,33
3+ Conditions,37,3,0,stayers,2018-01-01,2018-01-31,Q13c2,with_only_children,1
3+ Conditions,37,3,0,stayers,2018-01-01,2018-01-31,Q13c2,unknown_household_type,0
Condition Unknown,2,0,0,stayers,2018-01-01,2018-01-31,Q13c2,without_children,2
Condition Unknown,2,0,0,stayers,2018-01-01,2018-01-31,Q13c2,with_only_children,0
Condition Unknown,2,0,0,stayers,2018-01-01,2018-01-31,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2018-01-01,2018-01-31,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2018-01-01,2018-01-31,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2018-01-01,2018-01-31,Q13c2,unknown_household_type,0
Data Not Collected,13,2,1,stayers,2018-01-01,2018-01-31,Q13c2,without_children,6
Data Not Collected,13,2,1,stayers,2018-01-01,2018-01-31,Q13c2,with_only_children,1
Data Not Collected,13,2,1,stayers,2018-01-01,2018-01-31,Q13c2,unknown_household_type,3
