persons_served,total,population,start_date,end_date,question,household_type,count
Adults,363,all_persons,2018-09-01,2018-09-30,Q7a,without_children,238
Adults,363,all_persons,2018-09-01,2018-09-30,Q7a,with_children_and_adults,125
Adults,363,all_persons,2018-09-01,2018-09-30,Q7a,with_only_children,0
Adults,363,all_persons,2018-09-01,2018-09-30,Q7a,unknown_household_type,0
Children,194,all_persons,2018-09-01,2018-09-30,Q7a,without_children,0
Children,194,all_persons,2018-09-01,2018-09-30,Q7a,with_children_and_adults,179
Children,194,all_persons,2018-09-01,2018-09-30,Q7a,with_only_children,15
Children,194,all_persons,2018-09-01,2018-09-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-09-01,2018-09-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-09-01,2018-09-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-09-01,2018-09-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-09-01,2018-09-30,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q7a,without_children,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,149,all_persons,2018-09-01,2018-09-30,Q7a,without_children,86
For PSH and RRH - the total persons served who moved into housing,149,all_persons,2018-09-01,2018-09-30,Q7a,with_children_and_adults,63
For PSH and RRH - the total persons served who moved into housing,149,all_persons,2018-09-01,2018-09-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,149,all_persons,2018-09-01,2018-09-30,Q7a,unknown_household_type,0
