count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2018-09-01,2018-09-30,Q20b,benefit_at_entry,190
No Sources,all_persons,2018-09-01,2018-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,17
No Sources,all_persons,2018-09-01,2018-09-30,Q20b,benefit_at_exit_for_leavers,22
1 + Source(s),all_persons,2018-09-01,2018-09-30,Q20b,benefit_at_entry,149
1 + Source(s),all_persons,2018-09-01,2018-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,28
1 + Source(s),all_persons,2018-09-01,2018-09-30,Q20b,benefit_at_exit_for_leavers,25
Client Doesn't Know/Client Refused,all_persons,2018-09-01,2018-09-30,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2018-09-01,2018-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2018-09-01,2018-09-30,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2018-09-01,2018-09-30,Q20b,benefit_at_entry,24
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2018-09-01,2018-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,270
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2018-09-01,2018-09-30,Q20b,benefit_at_exit_for_leavers,1
