number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_start,85
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_annual_assessment_stayers,4
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_exit_leavers,17
Adults with Only Other Income,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_start,103
Adults with Only Other Income,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_annual_assessment_stayers,32
Adults with Only Other Income,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_exit_leavers,11
Adults with Both Earned and Other Income,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_start,14
Adults with Both Earned and Other Income,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with Both Earned and Other Income,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_exit_leavers,3
Adults with No Income,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_start,153
Adults with No Income,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_annual_assessment_stayers,12
Adults with No Income,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_exit_leavers,17
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_start,8
Adults with Missing Income Information,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_annual_assessment_stayers,213
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_annual_assessment_stayers,52
Number of Adult Stayers without Required Annual Assessment,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_start,363
Total Adults,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_annual_assessment_stayers,315
Total Adults,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_exit_leavers,48
1 or More Source of Income,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_start,217
1 or More Source of Income,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_annual_assessment_stayers,42
1 or More Source of Income,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_exit_leavers,34
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_annual_assessment_stayers,50
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2018-09-01,2018-09-30,Q18,number_of_adults_at_exit_leavers,0
