ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),509,all_persons,2018-09-01,2018-09-30,Q12b,without_children,226
Non-Hispanic/Non-Latin(a)(o)(x),509,all_persons,2018-09-01,2018-09-30,Q12b,with_children_and_adults,271
Non-Hispanic/Non-Latin(a)(o)(x),509,all_persons,2018-09-01,2018-09-30,Q12b,with_only_children,12
Non-Hispanic/Non-Latin(a)(o)(x),509,all_persons,2018-09-01,2018-09-30,Q12b,unknown_household_type,0
Hispanic/Latin(a)(o)(x),47,all_persons,2018-09-01,2018-09-30,Q12b,without_children,12
Hispanic/Latin(a)(o)(x),47,all_persons,2018-09-01,2018-09-30,Q12b,with_children_and_adults,33
Hispanic/Latin(a)(o)(x),47,all_persons,2018-09-01,2018-09-30,Q12b,with_only_children,2
Hispanic/Latin(a)(o)(x),47,all_persons,2018-09-01,2018-09-30,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2018-09-01,2018-09-30,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2018-09-01,2018-09-30,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2018-09-01,2018-09-30,Q12b,with_only_children,1
Client Doesn't Know/Client Refused,1,all_persons,2018-09-01,2018-09-30,Q12b,unknown_household_type,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q12b,without_children,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q12b,with_children_and_adults,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q12b,with_only_children,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q12b,unknown_household_type,1
