dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,11,all_persons,2018-09-01,2018-09-30,Q14b,without_children,4
Yes,11,all_persons,2018-09-01,2018-09-30,Q14b,with_children_and_adults,7
Yes,11,all_persons,2018-09-01,2018-09-30,Q14b,with_only_children,0
Yes,11,all_persons,2018-09-01,2018-09-30,Q14b,unknown_household_type,0
No,40,all_persons,2018-09-01,2018-09-30,Q14b,without_children,18
No,40,all_persons,2018-09-01,2018-09-30,Q14b,with_children_and_adults,22
No,40,all_persons,2018-09-01,2018-09-30,Q14b,with_only_children,0
No,40,all_persons,2018-09-01,2018-09-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-09-01,2018-09-30,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-09-01,2018-09-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-09-01,2018-09-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-09-01,2018-09-30,Q14b,unknown_household_type,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q14b,without_children,1
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q14b,with_children_and_adults,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q14b,with_only_children,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q14b,unknown_household_type,0
