veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,15,all_persons,2018-09-01,2018-09-30,Q25a,without_children,15
Chronically Homeless Veteran,15,all_persons,2018-09-01,2018-09-30,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,15,all_persons,2018-09-01,2018-09-30,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,8,all_persons,2018-09-01,2018-09-30,Q25a,without_children,7
Non-Chronically Homeless Veteran,8,all_persons,2018-09-01,2018-09-30,Q25a,with_children_and_adults,1
Non-Chronically Homeless Veteran,8,all_persons,2018-09-01,2018-09-30,Q25a,unknown_household_type,0
Not a Veteran,337,all_persons,2018-09-01,2018-09-30,Q25a,without_children,213
Not a Veteran,337,all_persons,2018-09-01,2018-09-30,Q25a,with_children_and_adults,124
Not a Veteran,337,all_persons,2018-09-01,2018-09-30,Q25a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-09-01,2018-09-30,Q25a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-09-01,2018-09-30,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-09-01,2018-09-30,Q25a,unknown_household_type,0
Data Not Collected,3,all_persons,2018-09-01,2018-09-30,Q25a,without_children,3
Data Not Collected,3,all_persons,2018-09-01,2018-09-30,Q25a,with_children_and_adults,0
Data Not Collected,3,all_persons,2018-09-01,2018-09-30,Q25a,unknown_household_type,0
