count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,316,88,162,all_persons,2018-09-01,2018-09-30,Q13a2,without_children,53
None,316,88,162,all_persons,2018-09-01,2018-09-30,Q13a2,with_only_children,13
None,316,88,162,all_persons,2018-09-01,2018-09-30,Q13a2,unknown_household_type,0
1 Condition,123,21,8,all_persons,2018-09-01,2018-09-30,Q13a2,without_children,94
1 Condition,123,21,8,all_persons,2018-09-01,2018-09-30,Q13a2,with_only_children,0
1 Condition,123,21,8,all_persons,2018-09-01,2018-09-30,Q13a2,unknown_household_type,0
2 Conditions,63,10,5,all_persons,2018-09-01,2018-09-30,Q13a2,without_children,47
2 Conditions,63,10,5,all_persons,2018-09-01,2018-09-30,Q13a2,with_only_children,1
2 Conditions,63,10,5,all_persons,2018-09-01,2018-09-30,Q13a2,unknown_household_type,0
3+ Conditions,43,4,1,all_persons,2018-09-01,2018-09-30,Q13a2,without_children,38
3+ Conditions,43,4,1,all_persons,2018-09-01,2018-09-30,Q13a2,with_only_children,0
3+ Conditions,43,4,1,all_persons,2018-09-01,2018-09-30,Q13a2,unknown_household_type,0
Condition Unknown,1,1,0,all_persons,2018-09-01,2018-09-30,Q13a2,without_children,0
Condition Unknown,1,1,0,all_persons,2018-09-01,2018-09-30,Q13a2,with_only_children,0
Condition Unknown,1,1,0,all_persons,2018-09-01,2018-09-30,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-09-01,2018-09-30,Q13a2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-09-01,2018-09-30,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-09-01,2018-09-30,Q13a2,unknown_household_type,0
Data Not Collected,12,1,3,all_persons,2018-09-01,2018-09-30,Q13a2,without_children,6
Data Not Collected,12,1,3,all_persons,2018-09-01,2018-09-30,Q13a2,with_only_children,1
Data Not Collected,12,1,3,all_persons,2018-09-01,2018-09-30,Q13a2,unknown_household_type,1
