income_sources,population,start_date,end_date,question,status,count
Earned Income,adults,2018-09-01,2018-09-30,Q17,income_at_start,100
Earned Income,adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,6
Earned Income,adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,21
Unemployment Insurance,adults,2018-09-01,2018-09-30,Q17,income_at_start,1
Unemployment Insurance,adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Unemployment Insurance,adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,0
Supplemental Security Income (SSI),adults,2018-09-01,2018-09-30,Q17,income_at_start,55
Supplemental Security Income (SSI),adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,23
Supplemental Security Income (SSI),adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,3
Social Security Disability Insurance (SSDI),adults,2018-09-01,2018-09-30,Q17,income_at_start,44
Social Security Disability Insurance (SSDI),adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,10
Social Security Disability Insurance (SSDI),adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,4
VA Service - Connected Disability Compensation,adults,2018-09-01,2018-09-30,Q17,income_at_start,5
VA Service - Connected Disability Compensation,adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,4
VA Service - Connected Disability Compensation,adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,0
VA Non-Service Connected Disability Pension,adults,2018-09-01,2018-09-30,Q17,income_at_start,2
VA Non-Service Connected Disability Pension,adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,2
VA Non-Service Connected Disability Pension,adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,0
Private Disability Insurance,adults,2018-09-01,2018-09-30,Q17,income_at_start,1
Private Disability Insurance,adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Private Disability Insurance,adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,0
Worker's Compensation,adults,2018-09-01,2018-09-30,Q17,income_at_start,0
Worker's Compensation,adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Worker's Compensation,adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,0
Temporary Assistance for Needy Families (TANF),adults,2018-09-01,2018-09-30,Q17,income_at_start,10
Temporary Assistance for Needy Families (TANF),adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,1
Temporary Assistance for Needy Families (TANF),adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,3
General Assistance (GA),adults,2018-09-01,2018-09-30,Q17,income_at_start,1
General Assistance (GA),adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
General Assistance (GA),adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,1
Retirement Income from Social Security,adults,2018-09-01,2018-09-30,Q17,income_at_start,6
Retirement Income from Social Security,adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,2
Retirement Income from Social Security,adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,1
Pension or retirement income from a former job,adults,2018-09-01,2018-09-30,Q17,income_at_start,3
Pension or retirement income from a former job,adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Pension or retirement income from a former job,adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,0
Child Support,adults,2018-09-01,2018-09-30,Q17,income_at_start,10
Child Support,adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,1
Child Support,adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,1
Alimony and other spousal support,adults,2018-09-01,2018-09-30,Q17,income_at_start,0
Alimony and other spousal support,adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Alimony and other spousal support,adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,0
Other Source,adults,2018-09-01,2018-09-30,Q17,income_at_start,2
Other Source,adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Other Source,adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,1
Adults with Income Information at Start and Annual Assessment/Exit,adults,2018-09-01,2018-09-30,Q17,income_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,adults,2018-09-01,2018-09-30,Q17,income_at_latest_annual_assessment_for_stayers,50
Adults with Income Information at Start and Annual Assessment/Exit,adults,2018-09-01,2018-09-30,Q17,income_at_exit_for_leavers,0
