non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_start,146
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,26
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_exit_for_leavers,24
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_start,14
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_exit_for_leavers,4
TANF Child Care Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_start,5
Other Source,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,10
Other Source,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_exit_for_leavers,0
