race,total,population,start_date,end_date,question,household_type,count
White,375,all_persons,2018-09-01,2018-09-30,Q12a,without_children,175
White,375,all_persons,2018-09-01,2018-09-30,Q12a,with_children_and_adults,189
White,375,all_persons,2018-09-01,2018-09-30,Q12a,with_only_children,11
White,375,all_persons,2018-09-01,2018-09-30,Q12a,unknown_household_type,0
"Black, African American, or African",141,all_persons,2018-09-01,2018-09-30,Q12a,without_children,53
"Black, African American, or African",141,all_persons,2018-09-01,2018-09-30,Q12a,with_children_and_adults,84
"Black, African American, or African",141,all_persons,2018-09-01,2018-09-30,Q12a,with_only_children,4
"Black, African American, or African",141,all_persons,2018-09-01,2018-09-30,Q12a,unknown_household_type,0
Asian or Asian American,1,all_persons,2018-09-01,2018-09-30,Q12a,without_children,1
Asian or Asian American,1,all_persons,2018-09-01,2018-09-30,Q12a,with_children_and_adults,0
Asian or Asian American,1,all_persons,2018-09-01,2018-09-30,Q12a,with_only_children,0
Asian or Asian American,1,all_persons,2018-09-01,2018-09-30,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2018-09-01,2018-09-30,Q12a,without_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2018-09-01,2018-09-30,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2018-09-01,2018-09-30,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2018-09-01,2018-09-30,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,2,all_persons,2018-09-01,2018-09-30,Q12a,without_children,1
Native Hawaiian or Pacific Islander,2,all_persons,2018-09-01,2018-09-30,Q12a,with_children_and_adults,1
Native Hawaiian or Pacific Islander,2,all_persons,2018-09-01,2018-09-30,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,2,all_persons,2018-09-01,2018-09-30,Q12a,unknown_household_type,0
Multiple Races,37,all_persons,2018-09-01,2018-09-30,Q12a,without_children,7
Multiple Races,37,all_persons,2018-09-01,2018-09-30,Q12a,with_children_and_adults,30
Multiple Races,37,all_persons,2018-09-01,2018-09-30,Q12a,with_only_children,0
Multiple Races,37,all_persons,2018-09-01,2018-09-30,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2018-09-01,2018-09-30,Q12a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2018-09-01,2018-09-30,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2018-09-01,2018-09-30,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2018-09-01,2018-09-30,Q12a,unknown_household_type,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q12a,without_children,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q12a,with_children_and_adults,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q12a,with_only_children,0
Data Not Collected,1,all_persons,2018-09-01,2018-09-30,Q12a,unknown_household_type,1
