ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,65,all_households,2018-09-01,2018-09-30,Q26a,without_children,60
Chronically Homeless ,65,all_households,2018-09-01,2018-09-30,Q26a,with_children_and_adults,5
Chronically Homeless ,65,all_households,2018-09-01,2018-09-30,Q26a,with_only_children,0
Chronically Homeless ,65,all_households,2018-09-01,2018-09-30,Q26a,unknown_household_type,0
Not Chronically Homeless,223,all_households,2018-09-01,2018-09-30,Q26a,without_children,145
Not Chronically Homeless,223,all_households,2018-09-01,2018-09-30,Q26a,with_children_and_adults,77
Not Chronically Homeless,223,all_households,2018-09-01,2018-09-30,Q26a,with_only_children,1
Not Chronically Homeless,223,all_households,2018-09-01,2018-09-30,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_households,2018-09-01,2018-09-30,Q26a,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2018-09-01,2018-09-30,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2018-09-01,2018-09-30,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_households,2018-09-01,2018-09-30,Q26a,unknown_household_type,0
Data Not Collected,5,all_households,2018-09-01,2018-09-30,Q26a,without_children,5
Data Not Collected,5,all_households,2018-09-01,2018-09-30,Q26a,with_children_and_adults,0
Data Not Collected,5,all_households,2018-09-01,2018-09-30,Q26a,with_only_children,0
Data Not Collected,5,all_households,2018-09-01,2018-09-30,Q26a,unknown_household_type,0
