"""Total Number of Persons Served""",2002
"""Number of Adults (age 18 or over)""",1483
"""Number of Children (under age 18)""",501
"""Number of Persons with Unknown Age""",18
"""Number of Leavers""",261
"""Number of Adult Leavers""",169
"""Number of Adult and Head of Household Leavers""",169
"""Number of Stayers""",1741
"""Number of Adult Stayers""",1314
"""Number of Veterans""",93
"""Number of Chronically Homeless Persons""",219
"""Number of Youth Under Age 25""",108
"""Number of Parenting Youth Under Age 25 with Children""",11
"""Number of Adult Heads of Household""",1204
"""Number of Child and Unknown-Age Heads of Household""",6
"""Heads of Households and Adult Stayers in the Project 365 Days or More""",604
