dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,2,all_persons,2015-10-01,2015-10-31,Q14b,without_children,0
Yes,2,all_persons,2015-10-01,2015-10-31,Q14b,with_children_and_adults,2
Yes,2,all_persons,2015-10-01,2015-10-31,Q14b,with_only_children,0
Yes,2,all_persons,2015-10-01,2015-10-31,Q14b,unknown_household_type,0
No,34,all_persons,2015-10-01,2015-10-31,Q14b,without_children,15
No,34,all_persons,2015-10-01,2015-10-31,Q14b,with_children_and_adults,19
No,34,all_persons,2015-10-01,2015-10-31,Q14b,with_only_children,0
No,34,all_persons,2015-10-01,2015-10-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-10-01,2015-10-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-10-01,2015-10-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-10-01,2015-10-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-10-01,2015-10-31,Q14b,unknown_household_type,0
Data Not Collected,20,all_persons,2015-10-01,2015-10-31,Q14b,without_children,6
Data Not Collected,20,all_persons,2015-10-01,2015-10-31,Q14b,with_children_and_adults,14
Data Not Collected,20,all_persons,2015-10-01,2015-10-31,Q14b,with_only_children,0
Data Not Collected,20,all_persons,2015-10-01,2015-10-31,Q14b,unknown_household_type,0
