income_sources,population,start_date,end_date,question,status,count
Earned Income,adults,2015-10-01,2015-10-31,Q17,income_at_start,145
Earned Income,adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,3
Earned Income,adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,41
Unemployment Insurance,adults,2015-10-01,2015-10-31,Q17,income_at_start,3
Unemployment Insurance,adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,1
Unemployment Insurance,adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,0
Supplemental Security Income (SSI),adults,2015-10-01,2015-10-31,Q17,income_at_start,49
Supplemental Security Income (SSI),adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,14
Supplemental Security Income (SSI),adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,7
Social Security Disability Insurance (SSDI),adults,2015-10-01,2015-10-31,Q17,income_at_start,49
Social Security Disability Insurance (SSDI),adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,7
Social Security Disability Insurance (SSDI),adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,8
VA Service - Connected Disability Compensation,adults,2015-10-01,2015-10-31,Q17,income_at_start,0
VA Service - Connected Disability Compensation,adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Service - Connected Disability Compensation,adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,0
VA Non-Service Connected Disability Pension,adults,2015-10-01,2015-10-31,Q17,income_at_start,0
VA Non-Service Connected Disability Pension,adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Non-Service Connected Disability Pension,adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,0
Private Disability Insurance,adults,2015-10-01,2015-10-31,Q17,income_at_start,1
Private Disability Insurance,adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Private Disability Insurance,adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,0
Worker's Compensation,adults,2015-10-01,2015-10-31,Q17,income_at_start,0
Worker's Compensation,adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Worker's Compensation,adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,0
Temporary Assistance for Needy Families (TANF),adults,2015-10-01,2015-10-31,Q17,income_at_start,13
Temporary Assistance for Needy Families (TANF),adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Temporary Assistance for Needy Families (TANF),adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,4
General Assistance (GA),adults,2015-10-01,2015-10-31,Q17,income_at_start,0
General Assistance (GA),adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
General Assistance (GA),adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,0
Retirement Income from Social Security,adults,2015-10-01,2015-10-31,Q17,income_at_start,12
Retirement Income from Social Security,adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Retirement Income from Social Security,adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,7
Pension or retirement income from a former job,adults,2015-10-01,2015-10-31,Q17,income_at_start,3
Pension or retirement income from a former job,adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Pension or retirement income from a former job,adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,1
Child Support,adults,2015-10-01,2015-10-31,Q17,income_at_start,20
Child Support,adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Child Support,adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,5
Alimony and other spousal support,adults,2015-10-01,2015-10-31,Q17,income_at_start,1
Alimony and other spousal support,adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Alimony and other spousal support,adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,1
Other Source,adults,2015-10-01,2015-10-31,Q17,income_at_start,4
Other Source,adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Other Source,adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,1
Adults with Income Information at Start and Annual Assessment/Exit,adults,2015-10-01,2015-10-31,Q17,income_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,adults,2015-10-01,2015-10-31,Q17,income_at_latest_annual_assessment_for_stayers,25
Adults with Income Information at Start and Annual Assessment/Exit,adults,2015-10-01,2015-10-31,Q17,income_at_exit_for_leavers,0
