length,total,population,start_date,end_date,question,status,count
30 days or less,213,all_persons,2015-10-01,2015-10-31,Q22a1,leavers,68
30 days or less,213,all_persons,2015-10-01,2015-10-31,Q22a1,stayers,145
31 to 60 days,108,all_persons,2015-10-01,2015-10-31,Q22a1,leavers,37
31 to 60 days,108,all_persons,2015-10-01,2015-10-31,Q22a1,stayers,71
61 to 90 days,75,all_persons,2015-10-01,2015-10-31,Q22a1,leavers,15
61 to 90 days,75,all_persons,2015-10-01,2015-10-31,Q22a1,stayers,60
91 to 180 days,81,all_persons,2015-10-01,2015-10-31,Q22a1,leavers,26
91 to 180 days,81,all_persons,2015-10-01,2015-10-31,Q22a1,stayers,55
181 to 365 days,43,all_persons,2015-10-01,2015-10-31,Q22a1,leavers,8
181 to 365 days,43,all_persons,2015-10-01,2015-10-31,Q22a1,stayers,35
366 to 730 Days (1-2 Yrs),19,all_persons,2015-10-01,2015-10-31,Q22a1,leavers,3
366 to 730 Days (1-2 Yrs),19,all_persons,2015-10-01,2015-10-31,Q22a1,stayers,16
"731 to 1,095 Days (2-3 Yrs)",14,all_persons,2015-10-01,2015-10-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",14,all_persons,2015-10-01,2015-10-31,Q22a1,stayers,14
"1,096 to 1,460 Days (3-4 Yrs)",15,all_persons,2015-10-01,2015-10-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",15,all_persons,2015-10-01,2015-10-31,Q22a1,stayers,15
"1,461 to 1,825 Days (5-5 Yrs)",11,all_persons,2015-10-01,2015-10-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",11,all_persons,2015-10-01,2015-10-31,Q22a1,stayers,11
"More than 1,825 Days (>5 Yrs)",51,all_persons,2015-10-01,2015-10-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",51,all_persons,2015-10-01,2015-10-31,Q22a1,stayers,51
Data Not Collected,0,all_persons,2015-10-01,2015-10-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2015-10-01,2015-10-31,Q22a1,stayers,0
