non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_start,145
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,16
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_exit_for_leavers,36
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_start,14
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_exit_for_leavers,5
TANF Child Care Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_exit_for_leavers,1
TANF Transportation Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_start,3
TANF Transportation Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_exit_for_leavers,1
Other TANF-Funded Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_start,4
Other TANF-Funded Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_start,5
Other Source,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,13
Other Source,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_exit_for_leavers,0
