conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,10,5,1,exit,2015-10-01,2015-10-31,Q13b1,without_children,4
Mental Health Disorder,10,5,1,exit,2015-10-01,2015-10-31,Q13b1,with_only_children,0
Mental Health Disorder,10,5,1,exit,2015-10-01,2015-10-31,Q13b1,unknown_household_type,0
Alcohol Use Disorder,2,0,0,exit,2015-10-01,2015-10-31,Q13b1,without_children,2
Alcohol Use Disorder,2,0,0,exit,2015-10-01,2015-10-31,Q13b1,with_only_children,0
Alcohol Use Disorder,2,0,0,exit,2015-10-01,2015-10-31,Q13b1,unknown_household_type,0
Drug Use Disorder,1,1,0,exit,2015-10-01,2015-10-31,Q13b1,without_children,0
Drug Use Disorder,1,1,0,exit,2015-10-01,2015-10-31,Q13b1,with_only_children,0
Drug Use Disorder,1,1,0,exit,2015-10-01,2015-10-31,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,0,0,0,exit,2015-10-01,2015-10-31,Q13b1,without_children,0
Both Alcohol and Drug Use Disorders,0,0,0,exit,2015-10-01,2015-10-31,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,0,0,0,exit,2015-10-01,2015-10-31,Q13b1,unknown_household_type,0
Chronic Health Condition,8,5,0,exit,2015-10-01,2015-10-31,Q13b1,without_children,3
Chronic Health Condition,8,5,0,exit,2015-10-01,2015-10-31,Q13b1,with_only_children,0
Chronic Health Condition,8,5,0,exit,2015-10-01,2015-10-31,Q13b1,unknown_household_type,0
HIV/AIDS,2,1,0,exit,2015-10-01,2015-10-31,Q13b1,without_children,1
HIV/AIDS,2,1,0,exit,2015-10-01,2015-10-31,Q13b1,with_only_children,0
HIV/AIDS,2,1,0,exit,2015-10-01,2015-10-31,Q13b1,unknown_household_type,0
Development Disability,3,1,1,exit,2015-10-01,2015-10-31,Q13b1,without_children,1
Development Disability,3,1,1,exit,2015-10-01,2015-10-31,Q13b1,with_only_children,0
Development Disability,3,1,1,exit,2015-10-01,2015-10-31,Q13b1,unknown_household_type,0
Physical Disability,11,4,2,exit,2015-10-01,2015-10-31,Q13b1,without_children,5
Physical Disability,11,4,2,exit,2015-10-01,2015-10-31,Q13b1,with_only_children,0
Physical Disability,11,4,2,exit,2015-10-01,2015-10-31,Q13b1,unknown_household_type,0
