count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_entry,245
No Sources,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,6
No Sources,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_exit_for_leavers,52
1 + Source(s),all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_entry,149
1 + Source(s),all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,17
1 + Source(s),all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_exit_for_leavers,38
Client Doesn't Know/Client Refused,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_entry,28
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,305
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_exit_for_leavers,4
