persons_served,total,population,start_date,end_date,question,household_type,count
Adults,422,all_persons,2015-10-01,2015-10-31,Q7a,without_children,267
Adults,422,all_persons,2015-10-01,2015-10-31,Q7a,with_children_and_adults,154
Adults,422,all_persons,2015-10-01,2015-10-31,Q7a,with_only_children,0
Adults,422,all_persons,2015-10-01,2015-10-31,Q7a,unknown_household_type,1
Children,207,all_persons,2015-10-01,2015-10-31,Q7a,without_children,0
Children,207,all_persons,2015-10-01,2015-10-31,Q7a,with_children_and_adults,205
Children,207,all_persons,2015-10-01,2015-10-31,Q7a,with_only_children,2
Children,207,all_persons,2015-10-01,2015-10-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-10-01,2015-10-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-10-01,2015-10-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-10-01,2015-10-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-10-01,2015-10-31,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-10-01,2015-10-31,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-10-01,2015-10-31,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-10-01,2015-10-31,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-10-01,2015-10-31,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,155,all_persons,2015-10-01,2015-10-31,Q7a,without_children,57
For PSH and RRH - the total persons served who moved into housing,155,all_persons,2015-10-01,2015-10-31,Q7a,with_children_and_adults,98
For PSH and RRH - the total persons served who moved into housing,155,all_persons,2015-10-01,2015-10-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,155,all_persons,2015-10-01,2015-10-31,Q7a,unknown_household_type,0
