conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_start,16
Mental Health Disorder,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_latest_assessment_for_stayers,15
Mental Health Disorder,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_exit_for_leavers,1
Alcohol Use Disorder,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_start,4
Alcohol Use Disorder,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_latest_assessment_for_stayers,3
Alcohol Use Disorder,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_exit_for_leavers,1
Drug Use Disorder,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_start,0
Drug Use Disorder,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_latest_assessment_for_stayers,0
Drug Use Disorder,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_start,6
Both Alcohol and Drug Use Disorders,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_latest_assessment_for_stayers,6
Both Alcohol and Drug Use Disorders,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_exit_for_leavers,0
Chronic Health Condition,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_start,10
Chronic Health Condition,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_latest_assessment_for_stayers,10
Chronic Health Condition,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_exit_for_leavers,0
HIV/AIDS,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_start,4
Development Disability,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_latest_assessment_for_stayers,3
Development Disability,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_exit_for_leavers,1
Physical Disability,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_start,6
Physical Disability,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_latest_assessment_for_stayers,6
Physical Disability,chronically_homeless,2015-10-01,2015-10-31,Q26e,conditions_at_exit_for_leavers,0
