ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,137,all_households,2020-08-01,2020-08-31,Q26a,without_children,133
Chronically Homeless ,137,all_households,2020-08-01,2020-08-31,Q26a,with_children_and_adults,4
Chronically Homeless ,137,all_households,2020-08-01,2020-08-31,Q26a,with_only_children,0
Chronically Homeless ,137,all_households,2020-08-01,2020-08-31,Q26a,unknown_household_type,0
Not Chronically Homeless,506,all_households,2020-08-01,2020-08-31,Q26a,without_children,422
Not Chronically Homeless,506,all_households,2020-08-01,2020-08-31,Q26a,with_children_and_adults,83
Not Chronically Homeless,506,all_households,2020-08-01,2020-08-31,Q26a,with_only_children,0
Not Chronically Homeless,506,all_households,2020-08-01,2020-08-31,Q26a,unknown_household_type,1
Client Doesn't Know/Client Refused,5,all_households,2020-08-01,2020-08-31,Q26a,without_children,5
Client Doesn't Know/Client Refused,5,all_households,2020-08-01,2020-08-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,5,all_households,2020-08-01,2020-08-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,5,all_households,2020-08-01,2020-08-31,Q26a,unknown_household_type,0
Data Not Collected,13,all_households,2020-08-01,2020-08-31,Q26a,without_children,9
Data Not Collected,13,all_households,2020-08-01,2020-08-31,Q26a,with_children_and_adults,3
Data Not Collected,13,all_households,2020-08-01,2020-08-31,Q26a,with_only_children,0
Data Not Collected,13,all_households,2020-08-01,2020-08-31,Q26a,unknown_household_type,1
