ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,158,all_persons,2020-08-01,2020-08-31,Q26b,without_children,139
Chronically Homeless ,158,all_persons,2020-08-01,2020-08-31,Q26b,with_children_and_adults,19
Chronically Homeless ,158,all_persons,2020-08-01,2020-08-31,Q26b,with_only_children,0
Chronically Homeless ,158,all_persons,2020-08-01,2020-08-31,Q26b,unknown_household_type,0
Not Chronically Homeless,856,all_persons,2020-08-01,2020-08-31,Q26b,without_children,492
Not Chronically Homeless,856,all_persons,2020-08-01,2020-08-31,Q26b,with_children_and_adults,339
Not Chronically Homeless,856,all_persons,2020-08-01,2020-08-31,Q26b,with_only_children,14
Not Chronically Homeless,856,all_persons,2020-08-01,2020-08-31,Q26b,unknown_household_type,11
Client Doesn't Know/Client Refused,5,all_persons,2020-08-01,2020-08-31,Q26b,without_children,5
Client Doesn't Know/Client Refused,5,all_persons,2020-08-01,2020-08-31,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,5,all_persons,2020-08-01,2020-08-31,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,5,all_persons,2020-08-01,2020-08-31,Q26b,unknown_household_type,0
Data Not Collected,22,all_persons,2020-08-01,2020-08-31,Q26b,without_children,15
Data Not Collected,22,all_persons,2020-08-01,2020-08-31,Q26b,with_children_and_adults,5
Data Not Collected,22,all_persons,2020-08-01,2020-08-31,Q26b,with_only_children,1
Data Not Collected,22,all_persons,2020-08-01,2020-08-31,Q26b,unknown_household_type,1
