veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,15,all_households,2020-08-01,2020-08-31,Q25b,without_children,15
Chronically Homeless Veteran,15,all_households,2020-08-01,2020-08-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,15,all_households,2020-08-01,2020-08-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,28,all_households,2020-08-01,2020-08-31,Q25b,without_children,25
Non-Chronically Homeless Veteran,28,all_households,2020-08-01,2020-08-31,Q25b,with_children_and_adults,3
Non-Chronically Homeless Veteran,28,all_households,2020-08-01,2020-08-31,Q25b,unknown_household_type,0
Not a Veteran,610,all_households,2020-08-01,2020-08-31,Q25b,without_children,522
Not a Veteran,610,all_households,2020-08-01,2020-08-31,Q25b,with_children_and_adults,86
Not a Veteran,610,all_households,2020-08-01,2020-08-31,Q25b,unknown_household_type,2
Client Doesn't Know/Client Refused,1,all_households,2020-08-01,2020-08-31,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2020-08-01,2020-08-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2020-08-01,2020-08-31,Q25b,unknown_household_type,0
Data Not Collected,4,all_households,2020-08-01,2020-08-31,Q25b,without_children,4
Data Not Collected,4,all_households,2020-08-01,2020-08-31,Q25b,with_children_and_adults,0
Data Not Collected,4,all_households,2020-08-01,2020-08-31,Q25b,unknown_household_type,0
