conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_start,81
Mental Health Disorder,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_latest_assessment_for_stayers,74
Mental Health Disorder,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_exit_for_leavers,7
Alcohol Use Disorder,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_start,15
Alcohol Use Disorder,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_latest_assessment_for_stayers,15
Alcohol Use Disorder,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_exit_for_leavers,0
Drug Use Disorder,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_start,12
Drug Use Disorder,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_latest_assessment_for_stayers,10
Drug Use Disorder,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_exit_for_leavers,2
Both Alcohol and Drug Use Disorders,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_start,21
Both Alcohol and Drug Use Disorders,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_latest_assessment_for_stayers,19
Both Alcohol and Drug Use Disorders,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_exit_for_leavers,2
Chronic Health Condition,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_start,34
Chronic Health Condition,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_latest_assessment_for_stayers,32
Chronic Health Condition,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_exit_for_leavers,2
HIV/AIDS,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_start,2
HIV/AIDS,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_latest_assessment_for_stayers,2
HIV/AIDS,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_start,22
Development Disability,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_latest_assessment_for_stayers,21
Development Disability,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_exit_for_leavers,2
Physical Disability,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_start,40
Physical Disability,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_latest_assessment_for_stayers,35
Physical Disability,chronically_homeless,2020-08-01,2020-08-31,Q26e,conditions_at_exit_for_leavers,5
