income_range,population,start_date,end_date,question,status,count
No Income,adults,2020-08-01,2020-08-31,Q16,income_at_start,288
No Income,adults,2020-08-01,2020-08-31,Q16,income_at_latest_annual_assessment_for_stayers,9
No Income,adults,2020-08-01,2020-08-31,Q16,income_at_exit_for_leavers,44
$1 -  $150,adults,2020-08-01,2020-08-31,Q16,income_at_start,3
$1 -  $150,adults,2020-08-01,2020-08-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2020-08-01,2020-08-31,Q16,income_at_exit_for_leavers,1
$151 - $250,adults,2020-08-01,2020-08-31,Q16,income_at_start,7
$151 - $250,adults,2020-08-01,2020-08-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2020-08-01,2020-08-31,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2020-08-01,2020-08-31,Q16,income_at_start,21
$251 - $500,adults,2020-08-01,2020-08-31,Q16,income_at_latest_annual_assessment_for_stayers,1
$251 - $500,adults,2020-08-01,2020-08-31,Q16,income_at_exit_for_leavers,2
$501 - $1000,adults,2020-08-01,2020-08-31,Q16,income_at_start,127
$501 - $1000,adults,2020-08-01,2020-08-31,Q16,income_at_latest_annual_assessment_for_stayers,21
$501 - $1000,adults,2020-08-01,2020-08-31,Q16,income_at_exit_for_leavers,21
$1001 - $1500,adults,2020-08-01,2020-08-31,Q16,income_at_start,82
$1001 - $1500,adults,2020-08-01,2020-08-31,Q16,income_at_latest_annual_assessment_for_stayers,11
$1001 - $1500,adults,2020-08-01,2020-08-31,Q16,income_at_exit_for_leavers,11
$1501 - $2000,adults,2020-08-01,2020-08-31,Q16,income_at_start,66
$1501 - $2000,adults,2020-08-01,2020-08-31,Q16,income_at_latest_annual_assessment_for_stayers,7
$1501 - $2000,adults,2020-08-01,2020-08-31,Q16,income_at_exit_for_leavers,8
$2001+,adults,2020-08-01,2020-08-31,Q16,income_at_start,66
$2001+,adults,2020-08-01,2020-08-31,Q16,income_at_latest_annual_assessment_for_stayers,4
$2001+,adults,2020-08-01,2020-08-31,Q16,income_at_exit_for_leavers,13
Client Doesn't Know/Client Refused,adults,2020-08-01,2020-08-31,Q16,income_at_start,1
Client Doesn't Know/Client Refused,adults,2020-08-01,2020-08-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2020-08-01,2020-08-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2020-08-01,2020-08-31,Q16,income_at_start,141
Data Not Collected,adults,2020-08-01,2020-08-31,Q16,income_at_latest_annual_assessment_for_stayers,6
Data Not Collected,adults,2020-08-01,2020-08-31,Q16,income_at_exit_for_leavers,58
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2020-08-01,2020-08-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2020-08-01,2020-08-31,Q16,income_at_latest_annual_assessment_for_stayers,367
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2020-08-01,2020-08-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2020-08-01,2020-08-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2020-08-01,2020-08-31,Q16,income_at_latest_annual_assessment_for_stayers,218
Number of Adult Stayers without Required Annual Assessment,adults,2020-08-01,2020-08-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2020-08-01,2020-08-31,Q16,income_at_start,802
Total Adults,adults,2020-08-01,2020-08-31,Q16,income_at_latest_annual_assessment_for_stayers,644
Total Adults,adults,2020-08-01,2020-08-31,Q16,income_at_exit_for_leavers,158
