length,total,population,start_date,end_date,question,status,count
30 days or less,280,all_persons,2020-08-01,2020-08-31,Q22a1,leavers,144
30 days or less,280,all_persons,2020-08-01,2020-08-31,Q22a1,stayers,136
31 to 60 days,68,all_persons,2020-08-01,2020-08-31,Q22a1,leavers,5
31 to 60 days,68,all_persons,2020-08-01,2020-08-31,Q22a1,stayers,63
61 to 90 days,61,all_persons,2020-08-01,2020-08-31,Q22a1,leavers,9
61 to 90 days,61,all_persons,2020-08-01,2020-08-31,Q22a1,stayers,52
91 to 180 days,75,all_persons,2020-08-01,2020-08-31,Q22a1,leavers,7
91 to 180 days,75,all_persons,2020-08-01,2020-08-31,Q22a1,stayers,68
181 to 365 days,156,all_persons,2020-08-01,2020-08-31,Q22a1,leavers,7
181 to 365 days,156,all_persons,2020-08-01,2020-08-31,Q22a1,stayers,149
366 to 730 Days (1-2 Yrs),243,all_persons,2020-08-01,2020-08-31,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),243,all_persons,2020-08-01,2020-08-31,Q22a1,stayers,242
"731 to 1,095 Days (2-3 Yrs)",72,all_persons,2020-08-01,2020-08-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",72,all_persons,2020-08-01,2020-08-31,Q22a1,stayers,72
"1,096 to 1,460 Days (3-4 Yrs)",23,all_persons,2020-08-01,2020-08-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",23,all_persons,2020-08-01,2020-08-31,Q22a1,stayers,23
"1,461 to 1,825 Days (5-5 Yrs)",27,all_persons,2020-08-01,2020-08-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",27,all_persons,2020-08-01,2020-08-31,Q22a1,stayers,27
"More than 1,825 Days (>5 Yrs)",36,all_persons,2020-08-01,2020-08-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",36,all_persons,2020-08-01,2020-08-31,Q22a1,stayers,36
Data Not Collected,0,all_persons,2020-08-01,2020-08-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2020-08-01,2020-08-31,Q22a1,stayers,0
