exit_destination,total,population,start_date,end_date,question,category,household_type,count
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,without_children,0
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_children_and_adults,0
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_only_children,0
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,unknown_household_type,0
"Owned by client, no ongoing subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,without_children,0
"Owned by client, no ongoing subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Owned by client, no ongoing subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_only_children,0
"Owned by client, no ongoing subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,unknown_household_type,0
"Owned by client, with ongoing subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,without_children,0
"Owned by client, with ongoing subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Owned by client, with ongoing subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_only_children,0
"Owned by client, with ongoing subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, no ongoing subsidy",52,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,without_children,33
"Rental by client, no ongoing subsidy",52,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_children_and_adults,19
"Rental by client, no ongoing subsidy",52,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, no ongoing subsidy",52,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, with VASH subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,without_children,0
"Rental by client, with VASH subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Rental by client, with VASH subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, with VASH subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,without_children,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, other ongoing subsidy",5,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,without_children,3
"Rental by client, other ongoing subsidy",5,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_children_and_adults,2
"Rental by client, other ongoing subsidy",5,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, other ongoing subsidy",5,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,unknown_household_type,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,without_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_children_and_adults,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_only_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,unknown_household_type,0
"Staying or living with family, permanent tenure",7,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,without_children,3
"Staying or living with family, permanent tenure",7,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_children_and_adults,4
"Staying or living with family, permanent tenure",7,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_only_children,0
"Staying or living with family, permanent tenure",7,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,unknown_household_type,0
"Staying or living with friends, permanent tenure",3,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,without_children,3
"Staying or living with friends, permanent tenure",3,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Staying or living with friends, permanent tenure",3,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_only_children,0
"Staying or living with friends, permanent tenure",3,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, with RRH or equivalent subsidy",2,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,without_children,2
"Rental by client, with RRH or equivalent subsidy",2,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Rental by client, with RRH or equivalent subsidy",2,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, with RRH or equivalent subsidy",2,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, with HCV voucher (tenant or project based)",1,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,without_children,1
"Rental by client, with HCV voucher (tenant or project based)",1,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Rental by client, with HCV voucher (tenant or project based)",1,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, with HCV voucher (tenant or project based)",1,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,unknown_household_type,0
Rental by client in a public housing unit,0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,without_children,0
Rental by client in a public housing unit,0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_children_and_adults,0
Rental by client in a public housing unit,0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,with_only_children,0
Rental by client in a public housing unit,0,all_persons,2020-08-01,2020-08-31,Q23c,Permanent Destinations,unknown_household_type,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",9,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,without_children,9
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",9,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_children_and_adults,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",9,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",9,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,unknown_household_type,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,without_children,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_children_and_adults,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_only_children,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,without_children,1
Transitional housing for homeless persons (including homeless youth),1,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,unknown_household_type,0
"Staying or living with family, temporary tenure",15,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,without_children,15
"Staying or living with family, temporary tenure",15,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_children_and_adults,0
"Staying or living with family, temporary tenure",15,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_only_children,0
"Staying or living with family, temporary tenure",15,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,unknown_household_type,0
"Staying or living with friends, temporary tenure",17,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,without_children,17
"Staying or living with friends, temporary tenure",17,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_children_and_adults,0
"Staying or living with friends, temporary tenure",17,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_only_children,0
"Staying or living with friends, temporary tenure",17,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,unknown_household_type,0
Place not meant for human habitation,36,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,without_children,36
Place not meant for human habitation,36,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_children_and_adults,0
Place not meant for human habitation,36,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_only_children,0
Place not meant for human habitation,36,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,unknown_household_type,0
Safe Haven,1,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,without_children,1
Safe Haven,1,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_children_and_adults,0
Safe Haven,1,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_only_children,0
Safe Haven,1,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,unknown_household_type,0
"Hotel or motel, paid by client",15,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,without_children,15
"Hotel or motel, paid by client",15,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_children_and_adults,0
"Hotel or motel, paid by client",15,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_only_children,0
"Hotel or motel, paid by client",15,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,unknown_household_type,0
Host Home (non-crisis) ,0,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,without_children,0
Host Home (non-crisis) ,0,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_children_and_adults,0
Host Home (non-crisis) ,0,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,with_only_children,0
Host Home (non-crisis) ,0,all_persons,2020-08-01,2020-08-31,Q23c,Temporary Destinations,unknown_household_type,0
Foster care home or group foster care home,0,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,without_children,0
Foster care home or group foster care home,0,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,with_children_and_adults,0
Foster care home or group foster care home,0,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,with_only_children,0
Foster care home or group foster care home,0,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,1,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,without_children,1
Psychiatric hospital or other psychiatric facility,1,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,1,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,with_only_children,0
Psychiatric hospital or other psychiatric facility,1,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,unknown_household_type,0
Substance abuse treatment facility or detox center,0,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,without_children,0
Substance abuse treatment facility or detox center,0,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,with_children_and_adults,0
Substance abuse treatment facility or detox center,0,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,with_only_children,0
