health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2020-08-01,2020-08-31,Q21,at_start,508
MEDICAID,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,38
MEDICAID,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,67
MEDICARE,all_persons,2020-08-01,2020-08-31,Q21,at_start,99
MEDICARE,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,18
MEDICARE,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,21
State Children's Health Insurance Program,all_persons,2020-08-01,2020-08-31,Q21,at_start,6
State Children's Health Insurance Program,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,1
Veteran's Administration (VA) Medical Services,all_persons,2020-08-01,2020-08-31,Q21,at_start,19
Veteran's Administration (VA) Medical Services,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,12
Veteran's Administration (VA) Medical Services,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,2
Employer - Provided Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_start,38
Employer - Provided Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,4
Health Insurance obtained through COBRA,all_persons,2020-08-01,2020-08-31,Q21,at_start,1
Health Insurance obtained through COBRA,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,1
Private Pay Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_start,39
Private Pay Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,2
Private Pay Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,2
State Health Insurance for Adults,all_persons,2020-08-01,2020-08-31,Q21,at_start,7
State Health Insurance for Adults,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,1
State Health Insurance for Adults,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,2
Indian Health Services Program,all_persons,2020-08-01,2020-08-31,Q21,at_start,3
Indian Health Services Program,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,1
Other,all_persons,2020-08-01,2020-08-31,Q21,at_start,6
Other,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,1
No Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_start,280
No Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,11
No Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,48
Client Doesn't Know/Client Refused,all_persons,2020-08-01,2020-08-31,Q21,at_start,2
Client Doesn't Know/Client Refused,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,1
Data Not Collected,all_persons,2020-08-01,2020-08-31,Q21,at_start,68
Data Not Collected,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,332
Data Not Collected,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2020-08-01,2020-08-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,468
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_start,547
1 Source of Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,45
1 Source of Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,61
More than 1 Source of Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_start,82
More than 1 Source of Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_annual_assessment_for_stayers,12
More than 1 Source of Health Insurance,all_persons,2020-08-01,2020-08-31,Q21,at_exit_for_leavers,16
