length,total,population,start_date,end_date,question,status,count
30 days or less,164,all_persons,2017-04-01,2017-04-30,Q22a1,leavers,66
30 days or less,164,all_persons,2017-04-01,2017-04-30,Q22a1,stayers,98
31 to 60 days,91,all_persons,2017-04-01,2017-04-30,Q22a1,leavers,42
31 to 60 days,91,all_persons,2017-04-01,2017-04-30,Q22a1,stayers,49
61 to 90 days,41,all_persons,2017-04-01,2017-04-30,Q22a1,leavers,11
61 to 90 days,41,all_persons,2017-04-01,2017-04-30,Q22a1,stayers,30
91 to 180 days,39,all_persons,2017-04-01,2017-04-30,Q22a1,leavers,15
91 to 180 days,39,all_persons,2017-04-01,2017-04-30,Q22a1,stayers,24
181 to 365 days,57,all_persons,2017-04-01,2017-04-30,Q22a1,leavers,4
181 to 365 days,57,all_persons,2017-04-01,2017-04-30,Q22a1,stayers,53
366 to 730 Days (1-2 Yrs),41,all_persons,2017-04-01,2017-04-30,Q22a1,leavers,0
366 to 730 Days (1-2 Yrs),41,all_persons,2017-04-01,2017-04-30,Q22a1,stayers,41
"731 to 1,095 Days (2-3 Yrs)",15,all_persons,2017-04-01,2017-04-30,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",15,all_persons,2017-04-01,2017-04-30,Q22a1,stayers,15
"1,096 to 1,460 Days (3-4 Yrs)",7,all_persons,2017-04-01,2017-04-30,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",7,all_persons,2017-04-01,2017-04-30,Q22a1,stayers,7
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2017-04-01,2017-04-30,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2017-04-01,2017-04-30,Q22a1,stayers,13
"More than 1,825 Days (>5 Yrs)",64,all_persons,2017-04-01,2017-04-30,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",64,all_persons,2017-04-01,2017-04-30,Q22a1,stayers,64
Data Not Collected,0,all_persons,2017-04-01,2017-04-30,Q22a1,leavers,0
Data Not Collected,0,all_persons,2017-04-01,2017-04-30,Q22a1,stayers,0
