conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,119,16,4,start,2017-04-01,2017-04-30,Q13a1,without_children,99
Mental Health Disorder,119,16,4,start,2017-04-01,2017-04-30,Q13a1,with_only_children,0
Mental Health Disorder,119,16,4,start,2017-04-01,2017-04-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,19,0,0,start,2017-04-01,2017-04-30,Q13a1,without_children,19
Alcohol Use Disorder,19,0,0,start,2017-04-01,2017-04-30,Q13a1,with_only_children,0
Alcohol Use Disorder,19,0,0,start,2017-04-01,2017-04-30,Q13a1,unknown_household_type,0
Drug Use Disorder,11,4,0,start,2017-04-01,2017-04-30,Q13a1,without_children,7
Drug Use Disorder,11,4,0,start,2017-04-01,2017-04-30,Q13a1,with_only_children,0
Drug Use Disorder,11,4,0,start,2017-04-01,2017-04-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,17,1,0,start,2017-04-01,2017-04-30,Q13a1,without_children,16
Both Alcohol and Drug Use Disorders,17,1,0,start,2017-04-01,2017-04-30,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,17,1,0,start,2017-04-01,2017-04-30,Q13a1,unknown_household_type,0
Chronic Health Condition,59,7,4,start,2017-04-01,2017-04-30,Q13a1,without_children,48
Chronic Health Condition,59,7,4,start,2017-04-01,2017-04-30,Q13a1,with_only_children,0
Chronic Health Condition,59,7,4,start,2017-04-01,2017-04-30,Q13a1,unknown_household_type,0
HIV/AIDS,98,1,0,start,2017-04-01,2017-04-30,Q13a1,without_children,97
HIV/AIDS,98,1,0,start,2017-04-01,2017-04-30,Q13a1,with_only_children,0
HIV/AIDS,98,1,0,start,2017-04-01,2017-04-30,Q13a1,unknown_household_type,0
Development Disability,24,4,10,start,2017-04-01,2017-04-30,Q13a1,without_children,10
Development Disability,24,4,10,start,2017-04-01,2017-04-30,Q13a1,with_only_children,0
Development Disability,24,4,10,start,2017-04-01,2017-04-30,Q13a1,unknown_household_type,0
Physical Disability,75,12,0,start,2017-04-01,2017-04-30,Q13a1,without_children,63
Physical Disability,75,12,0,start,2017-04-01,2017-04-30,Q13a1,with_only_children,0
Physical Disability,75,12,0,start,2017-04-01,2017-04-30,Q13a1,unknown_household_type,0
