conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_start,34
Mental Health Disorder,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_latest_assessment_for_stayers,29
Mental Health Disorder,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_exit_for_leavers,5
Alcohol Use Disorder,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_start,11
Alcohol Use Disorder,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_latest_assessment_for_stayers,9
Alcohol Use Disorder,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_exit_for_leavers,2
Drug Use Disorder,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_start,3
Drug Use Disorder,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_latest_assessment_for_stayers,2
Drug Use Disorder,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_exit_for_leavers,1
Both Alcohol and Drug Use Disorders,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_start,6
Both Alcohol and Drug Use Disorders,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_latest_assessment_for_stayers,6
Both Alcohol and Drug Use Disorders,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_exit_for_leavers,0
Chronic Health Condition,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_start,18
Chronic Health Condition,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_latest_assessment_for_stayers,14
Chronic Health Condition,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_exit_for_leavers,4
HIV/AIDS,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_start,4
Development Disability,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_latest_assessment_for_stayers,3
Development Disability,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_exit_for_leavers,1
Physical Disability,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_start,19
Physical Disability,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_latest_assessment_for_stayers,17
Physical Disability,chronically_homeless,2017-04-01,2017-04-30,Q26e,conditions_at_exit_for_leavers,2
