income_range,population,start_date,end_date,question,status,count
No Income,adults,2017-04-01,2017-04-30,Q16,income_at_start,145
No Income,adults,2017-04-01,2017-04-30,Q16,income_at_latest_annual_assessment_for_stayers,13
No Income,adults,2017-04-01,2017-04-30,Q16,income_at_exit_for_leavers,47
$1 -  $150,adults,2017-04-01,2017-04-30,Q16,income_at_start,2
$1 -  $150,adults,2017-04-01,2017-04-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2017-04-01,2017-04-30,Q16,income_at_exit_for_leavers,1
$151 - $250,adults,2017-04-01,2017-04-30,Q16,income_at_start,3
$151 - $250,adults,2017-04-01,2017-04-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2017-04-01,2017-04-30,Q16,income_at_exit_for_leavers,1
$251 - $500,adults,2017-04-01,2017-04-30,Q16,income_at_start,16
$251 - $500,adults,2017-04-01,2017-04-30,Q16,income_at_latest_annual_assessment_for_stayers,1
$251 - $500,adults,2017-04-01,2017-04-30,Q16,income_at_exit_for_leavers,3
$501 - $1000,adults,2017-04-01,2017-04-30,Q16,income_at_start,84
$501 - $1000,adults,2017-04-01,2017-04-30,Q16,income_at_latest_annual_assessment_for_stayers,9
$501 - $1000,adults,2017-04-01,2017-04-30,Q16,income_at_exit_for_leavers,16
$1001 - $1500,adults,2017-04-01,2017-04-30,Q16,income_at_start,59
$1001 - $1500,adults,2017-04-01,2017-04-30,Q16,income_at_latest_annual_assessment_for_stayers,12
$1001 - $1500,adults,2017-04-01,2017-04-30,Q16,income_at_exit_for_leavers,13
$1501 - $2000,adults,2017-04-01,2017-04-30,Q16,income_at_start,25
$1501 - $2000,adults,2017-04-01,2017-04-30,Q16,income_at_latest_annual_assessment_for_stayers,3
$1501 - $2000,adults,2017-04-01,2017-04-30,Q16,income_at_exit_for_leavers,8
$2001+,adults,2017-04-01,2017-04-30,Q16,income_at_start,32
$2001+,adults,2017-04-01,2017-04-30,Q16,income_at_latest_annual_assessment_for_stayers,1
$2001+,adults,2017-04-01,2017-04-30,Q16,income_at_exit_for_leavers,8
Client Doesn't Know/Client Refused,adults,2017-04-01,2017-04-30,Q16,income_at_start,0
Client Doesn't Know/Client Refused,adults,2017-04-01,2017-04-30,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2017-04-01,2017-04-30,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2017-04-01,2017-04-30,Q16,income_at_start,40
Data Not Collected,adults,2017-04-01,2017-04-30,Q16,income_at_latest_annual_assessment_for_stayers,5
Data Not Collected,adults,2017-04-01,2017-04-30,Q16,income_at_exit_for_leavers,7
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-04-01,2017-04-30,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-04-01,2017-04-30,Q16,income_at_latest_annual_assessment_for_stayers,171
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-04-01,2017-04-30,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2017-04-01,2017-04-30,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2017-04-01,2017-04-30,Q16,income_at_latest_annual_assessment_for_stayers,87
Number of Adult Stayers without Required Annual Assessment,adults,2017-04-01,2017-04-30,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2017-04-01,2017-04-30,Q16,income_at_start,406
Total Adults,adults,2017-04-01,2017-04-30,Q16,income_at_latest_annual_assessment_for_stayers,302
Total Adults,adults,2017-04-01,2017-04-30,Q16,income_at_exit_for_leavers,104
