ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),475,all_persons,2017-04-01,2017-04-30,Q12b,without_children,284
Non-Hispanic/Non-Latin(a)(o)(x),475,all_persons,2017-04-01,2017-04-30,Q12b,with_children_and_adults,181
Non-Hispanic/Non-Latin(a)(o)(x),475,all_persons,2017-04-01,2017-04-30,Q12b,with_only_children,9
Non-Hispanic/Non-Latin(a)(o)(x),475,all_persons,2017-04-01,2017-04-30,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),55,all_persons,2017-04-01,2017-04-30,Q12b,without_children,33
Hispanic/Latin(a)(o)(x),55,all_persons,2017-04-01,2017-04-30,Q12b,with_children_and_adults,21
Hispanic/Latin(a)(o)(x),55,all_persons,2017-04-01,2017-04-30,Q12b,with_only_children,1
Hispanic/Latin(a)(o)(x),55,all_persons,2017-04-01,2017-04-30,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-04-01,2017-04-30,Q12b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-04-01,2017-04-30,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-04-01,2017-04-30,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-04-01,2017-04-30,Q12b,unknown_household_type,0
Data Not Collected,2,all_persons,2017-04-01,2017-04-30,Q12b,without_children,0
Data Not Collected,2,all_persons,2017-04-01,2017-04-30,Q12b,with_children_and_adults,0
Data Not Collected,2,all_persons,2017-04-01,2017-04-30,Q12b,with_only_children,0
Data Not Collected,2,all_persons,2017-04-01,2017-04-30,Q12b,unknown_household_type,2
