persons_served,total,population,start_date,end_date,question,household_type,count
Adults,406,all_persons,2017-04-01,2017-04-30,Q7a,without_children,317
Adults,406,all_persons,2017-04-01,2017-04-30,Q7a,with_children_and_adults,88
Adults,406,all_persons,2017-04-01,2017-04-30,Q7a,with_only_children,0
Adults,406,all_persons,2017-04-01,2017-04-30,Q7a,unknown_household_type,1
Children,124,all_persons,2017-04-01,2017-04-30,Q7a,without_children,0
Children,124,all_persons,2017-04-01,2017-04-30,Q7a,with_children_and_adults,114
Children,124,all_persons,2017-04-01,2017-04-30,Q7a,with_only_children,10
Children,124,all_persons,2017-04-01,2017-04-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-04-01,2017-04-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-04-01,2017-04-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-04-01,2017-04-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-04-01,2017-04-30,Q7a,unknown_household_type,0
Data Not Collected,2,all_persons,2017-04-01,2017-04-30,Q7a,without_children,0
Data Not Collected,2,all_persons,2017-04-01,2017-04-30,Q7a,with_children_and_adults,0
Data Not Collected,2,all_persons,2017-04-01,2017-04-30,Q7a,with_only_children,0
Data Not Collected,2,all_persons,2017-04-01,2017-04-30,Q7a,unknown_household_type,2
For PSH and RRH - the total persons served who moved into housing,107,all_persons,2017-04-01,2017-04-30,Q7a,without_children,68
For PSH and RRH - the total persons served who moved into housing,107,all_persons,2017-04-01,2017-04-30,Q7a,with_children_and_adults,39
For PSH and RRH - the total persons served who moved into housing,107,all_persons,2017-04-01,2017-04-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,107,all_persons,2017-04-01,2017-04-30,Q7a,unknown_household_type,0
