count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,87,13,32,all_persons,2017-04-01,2017-04-30,Q13b2,without_children,42
None,87,13,32,all_persons,2017-04-01,2017-04-30,Q13b2,with_only_children,0
None,87,13,32,all_persons,2017-04-01,2017-04-30,Q13b2,unknown_household_type,0
1 Condition,27,6,0,all_persons,2017-04-01,2017-04-30,Q13b2,without_children,21
1 Condition,27,6,0,all_persons,2017-04-01,2017-04-30,Q13b2,with_only_children,0
1 Condition,27,6,0,all_persons,2017-04-01,2017-04-30,Q13b2,unknown_household_type,0
2 Conditions,13,3,1,all_persons,2017-04-01,2017-04-30,Q13b2,without_children,9
2 Conditions,13,3,1,all_persons,2017-04-01,2017-04-30,Q13b2,with_only_children,0
2 Conditions,13,3,1,all_persons,2017-04-01,2017-04-30,Q13b2,unknown_household_type,0
3+ Conditions,6,0,0,all_persons,2017-04-01,2017-04-30,Q13b2,without_children,6
3+ Conditions,6,0,0,all_persons,2017-04-01,2017-04-30,Q13b2,with_only_children,0
3+ Conditions,6,0,0,all_persons,2017-04-01,2017-04-30,Q13b2,unknown_household_type,0
Condition Unknown,2,1,1,all_persons,2017-04-01,2017-04-30,Q13b2,without_children,0
Condition Unknown,2,1,1,all_persons,2017-04-01,2017-04-30,Q13b2,with_only_children,0
Condition Unknown,2,1,1,all_persons,2017-04-01,2017-04-30,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,2,0,0,all_persons,2017-04-01,2017-04-30,Q13b2,without_children,2
Client Doesn't Know/Client Refused,2,0,0,all_persons,2017-04-01,2017-04-30,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,2,0,0,all_persons,2017-04-01,2017-04-30,Q13b2,unknown_household_type,0
Data Not Collected,1,0,0,all_persons,2017-04-01,2017-04-30,Q13b2,without_children,1
Data Not Collected,1,0,0,all_persons,2017-04-01,2017-04-30,Q13b2,with_only_children,0
Data Not Collected,1,0,0,all_persons,2017-04-01,2017-04-30,Q13b2,unknown_household_type,0
