time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,58,all_persons,2017-04-01,2017-04-30,Q22e,without_children,44
7 days or less,58,all_persons,2017-04-01,2017-04-30,Q22e,with_children_and_adults,14
7 days or less,58,all_persons,2017-04-01,2017-04-30,Q22e,with_only_children,0
7 days or less,58,all_persons,2017-04-01,2017-04-30,Q22e,unknown_household_type,0
8 to 14 days,5,all_persons,2017-04-01,2017-04-30,Q22e,without_children,2
8 to 14 days,5,all_persons,2017-04-01,2017-04-30,Q22e,with_children_and_adults,3
8 to 14 days,5,all_persons,2017-04-01,2017-04-30,Q22e,with_only_children,0
8 to 14 days,5,all_persons,2017-04-01,2017-04-30,Q22e,unknown_household_type,0
15 to 21 days,15,all_persons,2017-04-01,2017-04-30,Q22e,without_children,5
15 to 21 days,15,all_persons,2017-04-01,2017-04-30,Q22e,with_children_and_adults,10
15 to 21 days,15,all_persons,2017-04-01,2017-04-30,Q22e,with_only_children,0
15 to 21 days,15,all_persons,2017-04-01,2017-04-30,Q22e,unknown_household_type,0
22 to 30 days,4,all_persons,2017-04-01,2017-04-30,Q22e,without_children,2
22 to 30 days,4,all_persons,2017-04-01,2017-04-30,Q22e,with_children_and_adults,2
22 to 30 days,4,all_persons,2017-04-01,2017-04-30,Q22e,with_only_children,0
22 to 30 days,4,all_persons,2017-04-01,2017-04-30,Q22e,unknown_household_type,0
31 to 60 days,26,all_persons,2017-04-01,2017-04-30,Q22e,without_children,7
31 to 60 days,26,all_persons,2017-04-01,2017-04-30,Q22e,with_children_and_adults,19
31 to 60 days,26,all_persons,2017-04-01,2017-04-30,Q22e,with_only_children,0
31 to 60 days,26,all_persons,2017-04-01,2017-04-30,Q22e,unknown_household_type,0
61 to 180 days,62,all_persons,2017-04-01,2017-04-30,Q22e,without_children,25
61 to 180 days,62,all_persons,2017-04-01,2017-04-30,Q22e,with_children_and_adults,37
61 to 180 days,62,all_persons,2017-04-01,2017-04-30,Q22e,with_only_children,0
61 to 180 days,62,all_persons,2017-04-01,2017-04-30,Q22e,unknown_household_type,0
181 to 365 days,17,all_persons,2017-04-01,2017-04-30,Q22e,without_children,14
181 to 365 days,17,all_persons,2017-04-01,2017-04-30,Q22e,with_children_and_adults,3
181 to 365 days,17,all_persons,2017-04-01,2017-04-30,Q22e,with_only_children,0
181 to 365 days,17,all_persons,2017-04-01,2017-04-30,Q22e,unknown_household_type,0
366-730 days (1-2 years),28,all_persons,2017-04-01,2017-04-30,Q22e,without_children,28
366-730 days (1-2 years),28,all_persons,2017-04-01,2017-04-30,Q22e,with_children_and_adults,0
366-730 days (1-2 years),28,all_persons,2017-04-01,2017-04-30,Q22e,with_only_children,0
366-730 days (1-2 years),28,all_persons,2017-04-01,2017-04-30,Q22e,unknown_household_type,0
731 days or more,34,all_persons,2017-04-01,2017-04-30,Q22e,without_children,34
731 days or more,34,all_persons,2017-04-01,2017-04-30,Q22e,with_children_and_adults,0
731 days or more,34,all_persons,2017-04-01,2017-04-30,Q22e,with_only_children,0
731 days or more,34,all_persons,2017-04-01,2017-04-30,Q22e,unknown_household_type,0
Total (persons moved into housing),249,all_persons,2017-04-01,2017-04-30,Q22e,without_children,161
Total (persons moved into housing),249,all_persons,2017-04-01,2017-04-30,Q22e,with_children_and_adults,88
Total (persons moved into housing),249,all_persons,2017-04-01,2017-04-30,Q22e,with_only_children,0
Total (persons moved into housing),249,all_persons,2017-04-01,2017-04-30,Q22e,unknown_household_type,0
Not yet moved into housing,23,all_persons,2017-04-01,2017-04-30,Q22e,without_children,6
Not yet moved into housing,23,all_persons,2017-04-01,2017-04-30,Q22e,with_children_and_adults,17
Not yet moved into housing,23,all_persons,2017-04-01,2017-04-30,Q22e,with_only_children,0
Not yet moved into housing,23,all_persons,2017-04-01,2017-04-30,Q22e,unknown_household_type,0
Data not collected,13,all_persons,2017-04-01,2017-04-30,Q22e,without_children,11
Data not collected,13,all_persons,2017-04-01,2017-04-30,Q22e,with_children_and_adults,2
Data not collected,13,all_persons,2017-04-01,2017-04-30,Q22e,with_only_children,0
Data not collected,13,all_persons,2017-04-01,2017-04-30,Q22e,unknown_household_type,0
Total persons,285,all_persons,2017-04-01,2017-04-30,Q22e,without_children,178
Total persons,285,all_persons,2017-04-01,2017-04-30,Q22e,with_children_and_adults,107
Total persons,285,all_persons,2017-04-01,2017-04-30,Q22e,with_only_children,0
Total persons,285,all_persons,2017-04-01,2017-04-30,Q22e,unknown_household_type,0
