pit_month,total,population,start_date,end_date,question,household_type,count
January,0,all_persons,2017-04-01,2017-04-30,Q7b,without_children,0
January,0,all_persons,2017-04-01,2017-04-30,Q7b,with_children_and_adults,0
January,0,all_persons,2017-04-01,2017-04-30,Q7b,with_only_children,0
January,0,all_persons,2017-04-01,2017-04-30,Q7b,unknown_household_type,0
April,380,all_persons,2017-04-01,2017-04-30,Q7b,without_children,235
April,380,all_persons,2017-04-01,2017-04-30,Q7b,with_children_and_adults,132
April,380,all_persons,2017-04-01,2017-04-30,Q7b,with_only_children,10
April,380,all_persons,2017-04-01,2017-04-30,Q7b,unknown_household_type,3
July,0,all_persons,2017-04-01,2017-04-30,Q7b,without_children,0
July,0,all_persons,2017-04-01,2017-04-30,Q7b,with_children_and_adults,0
July,0,all_persons,2017-04-01,2017-04-30,Q7b,with_only_children,0
July,0,all_persons,2017-04-01,2017-04-30,Q7b,unknown_household_type,0
October,0,all_persons,2017-04-01,2017-04-30,Q7b,without_children,0
October,0,all_persons,2017-04-01,2017-04-30,Q7b,with_children_and_adults,0
October,0,all_persons,2017-04-01,2017-04-30,Q7b,with_only_children,0
October,0,all_persons,2017-04-01,2017-04-30,Q7b,unknown_household_type,0
