dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,7,all_persons,2017-04-01,2017-04-30,Q14b,without_children,3
Yes,7,all_persons,2017-04-01,2017-04-30,Q14b,with_children_and_adults,4
Yes,7,all_persons,2017-04-01,2017-04-30,Q14b,with_only_children,0
Yes,7,all_persons,2017-04-01,2017-04-30,Q14b,unknown_household_type,0
No,37,all_persons,2017-04-01,2017-04-30,Q14b,without_children,22
No,37,all_persons,2017-04-01,2017-04-30,Q14b,with_children_and_adults,15
No,37,all_persons,2017-04-01,2017-04-30,Q14b,with_only_children,0
No,37,all_persons,2017-04-01,2017-04-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-04-01,2017-04-30,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-04-01,2017-04-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-04-01,2017-04-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-04-01,2017-04-30,Q14b,unknown_household_type,0
Data Not Collected,12,all_persons,2017-04-01,2017-04-30,Q14b,without_children,10
Data Not Collected,12,all_persons,2017-04-01,2017-04-30,Q14b,with_children_and_adults,2
Data Not Collected,12,all_persons,2017-04-01,2017-04-30,Q14b,with_only_children,0
Data Not Collected,12,all_persons,2017-04-01,2017-04-30,Q14b,unknown_household_type,0
