dv_history,total,population,start_date,end_date,question,household_type,count
Yes,56,all_persons,2017-04-01,2017-04-30,Q14a,without_children,35
Yes,56,all_persons,2017-04-01,2017-04-30,Q14a,with_children_and_adults,21
Yes,56,all_persons,2017-04-01,2017-04-30,Q14a,with_only_children,0
Yes,56,all_persons,2017-04-01,2017-04-30,Q14a,unknown_household_type,0
No,319,all_persons,2017-04-01,2017-04-30,Q14a,without_children,252
No,319,all_persons,2017-04-01,2017-04-30,Q14a,with_children_and_adults,67
No,319,all_persons,2017-04-01,2017-04-30,Q14a,with_only_children,0
No,319,all_persons,2017-04-01,2017-04-30,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2017-04-01,2017-04-30,Q14a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2017-04-01,2017-04-30,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2017-04-01,2017-04-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2017-04-01,2017-04-30,Q14a,unknown_household_type,0
Data Not Collected,29,all_persons,2017-04-01,2017-04-30,Q14a,without_children,28
Data Not Collected,29,all_persons,2017-04-01,2017-04-30,Q14a,with_children_and_adults,0
Data Not Collected,29,all_persons,2017-04-01,2017-04-30,Q14a,with_only_children,0
Data Not Collected,29,all_persons,2017-04-01,2017-04-30,Q14a,unknown_household_type,1
