count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,241,53,93,all_persons,2017-04-01,2017-04-30,Q13a2,without_children,87
None,241,53,93,all_persons,2017-04-01,2017-04-30,Q13a2,with_only_children,8
None,241,53,93,all_persons,2017-04-01,2017-04-30,Q13a2,unknown_household_type,0
1 Condition,157,22,14,all_persons,2017-04-01,2017-04-30,Q13a2,without_children,121
1 Condition,157,22,14,all_persons,2017-04-01,2017-04-30,Q13a2,with_only_children,0
1 Condition,157,22,14,all_persons,2017-04-01,2017-04-30,Q13a2,unknown_household_type,0
2 Conditions,76,10,2,all_persons,2017-04-01,2017-04-30,Q13a2,without_children,64
2 Conditions,76,10,2,all_persons,2017-04-01,2017-04-30,Q13a2,with_only_children,0
2 Conditions,76,10,2,all_persons,2017-04-01,2017-04-30,Q13a2,unknown_household_type,0
3+ Conditions,39,1,0,all_persons,2017-04-01,2017-04-30,Q13a2,without_children,38
3+ Conditions,39,1,0,all_persons,2017-04-01,2017-04-30,Q13a2,with_only_children,0
3+ Conditions,39,1,0,all_persons,2017-04-01,2017-04-30,Q13a2,unknown_household_type,0
Condition Unknown,3,1,1,all_persons,2017-04-01,2017-04-30,Q13a2,without_children,1
Condition Unknown,3,1,1,all_persons,2017-04-01,2017-04-30,Q13a2,with_only_children,0
Condition Unknown,3,1,1,all_persons,2017-04-01,2017-04-30,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,2,0,0,all_persons,2017-04-01,2017-04-30,Q13a2,without_children,2
Client Doesn't Know/Client Refused,2,0,0,all_persons,2017-04-01,2017-04-30,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,2,0,0,all_persons,2017-04-01,2017-04-30,Q13a2,unknown_household_type,0
Data Not Collected,14,1,4,all_persons,2017-04-01,2017-04-30,Q13a2,without_children,4
Data Not Collected,14,1,4,all_persons,2017-04-01,2017-04-30,Q13a2,with_only_children,2
Data Not Collected,14,1,4,all_persons,2017-04-01,2017-04-30,Q13a2,unknown_household_type,3
