veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,16,all_persons,2017-04-01,2017-04-30,Q25a,without_children,16
Chronically Homeless Veteran,16,all_persons,2017-04-01,2017-04-30,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,16,all_persons,2017-04-01,2017-04-30,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,5,all_persons,2017-04-01,2017-04-30,Q25a,without_children,4
Non-Chronically Homeless Veteran,5,all_persons,2017-04-01,2017-04-30,Q25a,with_children_and_adults,1
Non-Chronically Homeless Veteran,5,all_persons,2017-04-01,2017-04-30,Q25a,unknown_household_type,0
Not a Veteran,369,all_persons,2017-04-01,2017-04-30,Q25a,without_children,281
Not a Veteran,369,all_persons,2017-04-01,2017-04-30,Q25a,with_children_and_adults,87
Not a Veteran,369,all_persons,2017-04-01,2017-04-30,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,1,all_persons,2017-04-01,2017-04-30,Q25a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2017-04-01,2017-04-30,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2017-04-01,2017-04-30,Q25a,unknown_household_type,0
Data Not Collected,15,all_persons,2017-04-01,2017-04-30,Q25a,without_children,15
Data Not Collected,15,all_persons,2017-04-01,2017-04-30,Q25a,with_children_and_adults,0
Data Not Collected,15,all_persons,2017-04-01,2017-04-30,Q25a,unknown_household_type,0
