health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2017-04-01,2017-04-30,Q21,at_start,202
MEDICAID,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,23
MEDICAID,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,53
MEDICARE,all_persons,2017-04-01,2017-04-30,Q21,at_start,74
MEDICARE,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,11
MEDICARE,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,11
State Children's Health Insurance Program,all_persons,2017-04-01,2017-04-30,Q21,at_start,0
State Children's Health Insurance Program,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2017-04-01,2017-04-30,Q21,at_start,10
Veteran's Administration (VA) Medical Services,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,8
Veteran's Administration (VA) Medical Services,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,2
Employer - Provided Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_start,16
Employer - Provided Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,3
Health Insurance obtained through COBRA,all_persons,2017-04-01,2017-04-30,Q21,at_start,0
Health Insurance obtained through COBRA,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_start,32
Private Pay Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,2
Private Pay Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,4
State Health Insurance for Adults,all_persons,2017-04-01,2017-04-30,Q21,at_start,6
State Health Insurance for Adults,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,1
Indian Health Services Program,all_persons,2017-04-01,2017-04-30,Q21,at_start,0
Indian Health Services Program,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,0
Other,all_persons,2017-04-01,2017-04-30,Q21,at_start,3
Other,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,2
No Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_start,225
No Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,13
No Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,72
Client Doesn't Know/Client Refused,all_persons,2017-04-01,2017-04-30,Q21,at_start,1
Client Doesn't Know/Client Refused,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2017-04-01,2017-04-30,Q21,at_start,20
Data Not Collected,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,93
Data Not Collected,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,1
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2017-04-01,2017-04-30,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,254
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_start,236
1 Source of Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,25
1 Source of Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,56
More than 1 Source of Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_start,51
More than 1 Source of Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_annual_assessment_for_stayers,9
More than 1 Source of Health Insurance,all_persons,2017-04-01,2017-04-30,Q21,at_exit_for_leavers,9
