number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_start,89
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_annual_assessment_stayers,5
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_exit_leavers,25
Adults with Only Other Income,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_start,121
Adults with Only Other Income,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_annual_assessment_stayers,20
Adults with Only Other Income,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_exit_leavers,21
Adults with Both Earned and Other Income,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_start,11
Adults with Both Earned and Other Income,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_exit_leavers,4
Adults with No Income,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_start,176
Adults with No Income,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_annual_assessment_stayers,18
Adults with No Income,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_exit_leavers,53
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_start,9
Adults with Missing Income Information,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_exit_leavers,1
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_annual_assessment_stayers,171
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_annual_assessment_stayers,87
Number of Adult Stayers without Required Annual Assessment,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_start,406
Total Adults,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_annual_assessment_stayers,302
Total Adults,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_exit_leavers,104
1 or More Source of Income,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_start,237
1 or More Source of Income,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_annual_assessment_stayers,29
1 or More Source of Income,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_exit_leavers,52
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_annual_assessment_stayers,44
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2017-04-01,2017-04-30,Q18,number_of_adults_at_exit_leavers,0
