ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,57,all_households,2016-11-01,2016-11-30,Q26a,without_children,57
Chronically Homeless ,57,all_households,2016-11-01,2016-11-30,Q26a,with_children_and_adults,0
Chronically Homeless ,57,all_households,2016-11-01,2016-11-30,Q26a,with_only_children,0
Chronically Homeless ,57,all_households,2016-11-01,2016-11-30,Q26a,unknown_household_type,0
Not Chronically Homeless,301,all_households,2016-11-01,2016-11-30,Q26a,without_children,208
Not Chronically Homeless,301,all_households,2016-11-01,2016-11-30,Q26a,with_children_and_adults,93
Not Chronically Homeless,301,all_households,2016-11-01,2016-11-30,Q26a,with_only_children,0
Not Chronically Homeless,301,all_households,2016-11-01,2016-11-30,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,5,all_households,2016-11-01,2016-11-30,Q26a,without_children,5
Client Doesn't Know/Client Refused,5,all_households,2016-11-01,2016-11-30,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,5,all_households,2016-11-01,2016-11-30,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,5,all_households,2016-11-01,2016-11-30,Q26a,unknown_household_type,0
Data Not Collected,32,all_households,2016-11-01,2016-11-30,Q26a,without_children,30
Data Not Collected,32,all_households,2016-11-01,2016-11-30,Q26a,with_children_and_adults,2
Data Not Collected,32,all_households,2016-11-01,2016-11-30,Q26a,with_only_children,0
Data Not Collected,32,all_households,2016-11-01,2016-11-30,Q26a,unknown_household_type,0
