conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,127,25,2,stayers,2016-11-01,2016-11-30,Q13c1,without_children,100
Mental Health Disorder,127,25,2,stayers,2016-11-01,2016-11-30,Q13c1,with_only_children,0
Mental Health Disorder,127,25,2,stayers,2016-11-01,2016-11-30,Q13c1,unknown_household_type,0
Alcohol Use Disorder,18,1,0,stayers,2016-11-01,2016-11-30,Q13c1,without_children,17
Alcohol Use Disorder,18,1,0,stayers,2016-11-01,2016-11-30,Q13c1,with_only_children,0
Alcohol Use Disorder,18,1,0,stayers,2016-11-01,2016-11-30,Q13c1,unknown_household_type,0
Drug Use Disorder,16,6,0,stayers,2016-11-01,2016-11-30,Q13c1,without_children,10
Drug Use Disorder,16,6,0,stayers,2016-11-01,2016-11-30,Q13c1,with_only_children,0
Drug Use Disorder,16,6,0,stayers,2016-11-01,2016-11-30,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,17,1,0,stayers,2016-11-01,2016-11-30,Q13c1,without_children,16
Both Alcohol and Drug Use Disorders,17,1,0,stayers,2016-11-01,2016-11-30,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,17,1,0,stayers,2016-11-01,2016-11-30,Q13c1,unknown_household_type,0
Chronic Health Condition,63,7,6,stayers,2016-11-01,2016-11-30,Q13c1,without_children,50
Chronic Health Condition,63,7,6,stayers,2016-11-01,2016-11-30,Q13c1,with_only_children,0
Chronic Health Condition,63,7,6,stayers,2016-11-01,2016-11-30,Q13c1,unknown_household_type,0
HIV/AIDS,90,1,0,stayers,2016-11-01,2016-11-30,Q13c1,without_children,89
HIV/AIDS,90,1,0,stayers,2016-11-01,2016-11-30,Q13c1,with_only_children,0
HIV/AIDS,90,1,0,stayers,2016-11-01,2016-11-30,Q13c1,unknown_household_type,0
Development Disability,23,3,8,stayers,2016-11-01,2016-11-30,Q13c1,without_children,12
Development Disability,23,3,8,stayers,2016-11-01,2016-11-30,Q13c1,with_only_children,0
Development Disability,23,3,8,stayers,2016-11-01,2016-11-30,Q13c1,unknown_household_type,0
Physical Disability,72,9,6,stayers,2016-11-01,2016-11-30,Q13c1,without_children,57
Physical Disability,72,9,6,stayers,2016-11-01,2016-11-30,Q13c1,with_only_children,0
Physical Disability,72,9,6,stayers,2016-11-01,2016-11-30,Q13c1,unknown_household_type,0
