conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,23,2,1,all_persons,2016-11-01,2016-11-30,Q13b1,without_children,20
Mental Health Disorder,23,2,1,all_persons,2016-11-01,2016-11-30,Q13b1,with_only_children,0
Mental Health Disorder,23,2,1,all_persons,2016-11-01,2016-11-30,Q13b1,unknown_household_type,0
Alcohol Use Disorder,2,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,without_children,2
Alcohol Use Disorder,2,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,with_only_children,0
Alcohol Use Disorder,2,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,unknown_household_type,0
Drug Use Disorder,2,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,without_children,2
Drug Use Disorder,2,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,with_only_children,0
Drug Use Disorder,2,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,2,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,without_children,2
Both Alcohol and Drug Use Disorders,2,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,2,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,unknown_household_type,0
Chronic Health Condition,6,1,0,all_persons,2016-11-01,2016-11-30,Q13b1,without_children,5
Chronic Health Condition,6,1,0,all_persons,2016-11-01,2016-11-30,Q13b1,with_only_children,0
Chronic Health Condition,6,1,0,all_persons,2016-11-01,2016-11-30,Q13b1,unknown_household_type,0
HIV/AIDS,0,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,without_children,0
HIV/AIDS,0,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,with_only_children,0
HIV/AIDS,0,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,unknown_household_type,0
Development Disability,2,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,without_children,2
Development Disability,2,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,with_only_children,0
Development Disability,2,0,0,all_persons,2016-11-01,2016-11-30,Q13b1,unknown_household_type,0
Physical Disability,13,2,0,all_persons,2016-11-01,2016-11-30,Q13b1,without_children,11
Physical Disability,13,2,0,all_persons,2016-11-01,2016-11-30,Q13b1,with_only_children,0
Physical Disability,13,2,0,all_persons,2016-11-01,2016-11-30,Q13b1,unknown_household_type,0
