health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2016-11-01,2016-11-30,Q21,at_start,311
MEDICAID,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,21
MEDICAID,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,46
MEDICARE,all_persons,2016-11-01,2016-11-30,Q21,at_start,85
MEDICARE,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,8
MEDICARE,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,13
State Children's Health Insurance Program,all_persons,2016-11-01,2016-11-30,Q21,at_start,0
State Children's Health Insurance Program,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2016-11-01,2016-11-30,Q21,at_start,10
Veteran's Administration (VA) Medical Services,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,1
Veteran's Administration (VA) Medical Services,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,1
Employer - Provided Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_start,28
Employer - Provided Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,8
Health Insurance obtained through COBRA,all_persons,2016-11-01,2016-11-30,Q21,at_start,3
Health Insurance obtained through COBRA,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,3
Private Pay Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_start,30
Private Pay Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,1
Private Pay Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,0
State Health Insurance for Adults,all_persons,2016-11-01,2016-11-30,Q21,at_start,7
State Health Insurance for Adults,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,1
Indian Health Services Program,all_persons,2016-11-01,2016-11-30,Q21,at_start,2
Indian Health Services Program,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,0
Other,all_persons,2016-11-01,2016-11-30,Q21,at_start,5
Other,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,2
No Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_start,281
No Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,5
No Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,68
Client Doesn't Know/Client Refused,all_persons,2016-11-01,2016-11-30,Q21,at_start,3
Client Doesn't Know/Client Refused,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2016-11-01,2016-11-30,Q21,at_start,13
Data Not Collected,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,89
Data Not Collected,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-11-01,2016-11-30,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,463
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_start,363
1 Source of Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,17
1 Source of Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,56
More than 1 Source of Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_start,56
More than 1 Source of Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_annual_assessment_for_stayers,7
More than 1 Source of Health Insurance,all_persons,2016-11-01,2016-11-30,Q21,at_exit_for_leavers,9
