living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",111,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,without_children,76
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",111,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,with_children_and_adults,35
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",111,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",111,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),2,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,without_children,2
Transitional housing for homeless persons (including homeless youth),2,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),2,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),2,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,unknown_household_type,0
Place not meant for human habitation,58,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,without_children,48
Place not meant for human habitation,58,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,with_children_and_adults,10
Place not meant for human habitation,58,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,with_only_children,0
Place not meant for human habitation,58,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,unknown_household_type,0
Safe Haven,1,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,without_children,1
Safe Haven,1,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,with_children_and_adults,0
Safe Haven,1,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,with_only_children,0
Safe Haven,1,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,unknown_household_type,0
Host Home,0,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,without_children,0
Host Home,0,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,with_children_and_adults,0
Host Home,0,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,with_only_children,0
Host Home,0,all_persons,2016-11-01,2016-11-30,Q15,Homeless Situations,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,4,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,without_children,4
Psychiatric hospital or other psychiatric facility,4,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,4,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_only_children,0
Psychiatric hospital or other psychiatric facility,4,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,unknown_household_type,0
Substance abuse treatment facility or detox center,1,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,without_children,1
Substance abuse treatment facility or detox center,1,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_children_and_adults,0
Substance abuse treatment facility or detox center,1,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_only_children,0
Substance abuse treatment facility or detox center,1,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,unknown_household_type,0
Hospital or other residential non-psychiatric medical facility,10,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,without_children,10
Hospital or other residential non-psychiatric medical facility,10,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_children_and_adults,0
Hospital or other residential non-psychiatric medical facility,10,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_only_children,0
Hospital or other residential non-psychiatric medical facility,10,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,unknown_household_type,0
"Jail, prison or juvenile detention facility",12,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,without_children,11
"Jail, prison or juvenile detention facility",12,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_children_and_adults,1
"Jail, prison or juvenile detention facility",12,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_only_children,0
"Jail, prison or juvenile detention facility",12,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,unknown_household_type,0
Foster care home or foster care group home,1,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,without_children,1
Foster care home or foster care group home,1,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_children_and_adults,0
Foster care home or foster care group home,1,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_only_children,0
Foster care home or foster care group home,1,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,unknown_household_type,0
Long-term care facility or nursing home,0,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,without_children,0
Long-term care facility or nursing home,0,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_children_and_adults,0
Long-term care facility or nursing home,0,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_only_children,0
Long-term care facility or nursing home,0,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,unknown_household_type,0
Residential project or halfway house with no homeless criteria,0,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,without_children,0
Residential project or halfway house with no homeless criteria,0,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_children_and_adults,0
Residential project or halfway house with no homeless criteria,0,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,with_only_children,0
Residential project or halfway house with no homeless criteria,0,all_persons,2016-11-01,2016-11-30,Q15,Institutional Settings,unknown_household_type,0
Permanent housing (other than RRH) for formerly homeless persons,1,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,without_children,1
Permanent housing (other than RRH) for formerly homeless persons,1,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_children_and_adults,0
Permanent housing (other than RRH) for formerly homeless persons,1,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_only_children,0
Permanent housing (other than RRH) for formerly homeless persons,1,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,unknown_household_type,0
"Owned by client, no ongoing housing subsidy",19,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,without_children,9
"Owned by client, no ongoing housing subsidy",19,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_children_and_adults,10
"Owned by client, no ongoing housing subsidy",19,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_only_children,0
"Owned by client, no ongoing housing subsidy",19,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,unknown_household_type,0
"Owned by client, with ongoing housing subsidy",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,without_children,0
"Owned by client, with ongoing housing subsidy",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_children_and_adults,0
"Owned by client, with ongoing housing subsidy",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_only_children,0
"Owned by client, with ongoing housing subsidy",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,unknown_household_type,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,without_children,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_children_and_adults,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_only_children,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,unknown_household_type,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,without_children,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_children_and_adults,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_only_children,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,unknown_household_type,0
Rental by client in a public housing unit,0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,without_children,0
Rental by client in a public housing unit,0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_children_and_adults,0
Rental by client in a public housing unit,0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_only_children,0
Rental by client in a public housing unit,0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,unknown_household_type,0
"Rental by client, no ongoing housing subsidy",154,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,without_children,93
"Rental by client, no ongoing housing subsidy",154,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_children_and_adults,61
"Rental by client, no ongoing housing subsidy",154,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_only_children,0
"Rental by client, no ongoing housing subsidy",154,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,unknown_household_type,0
"Rental by client, with VASH housing subsidy",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,without_children,0
"Rental by client, with VASH housing subsidy",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_children_and_adults,0
"Rental by client, with VASH housing subsidy",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_only_children,0
"Rental by client, with VASH housing subsidy",0,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,unknown_household_type,0
"Rental by client, with GPD TIP housing subsidy",2,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,without_children,1
"Rental by client, with GPD TIP housing subsidy",2,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_children_and_adults,1
"Rental by client, with GPD TIP housing subsidy",2,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_only_children,0
"Rental by client, with GPD TIP housing subsidy",2,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,unknown_household_type,0
"Rental by client, with other housing subsidy (including RRH)",2,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,without_children,1
"Rental by client, with other housing subsidy (including RRH)",2,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_children_and_adults,1
"Rental by client, with other housing subsidy (including RRH)",2,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_only_children,0
"Rental by client, with other housing subsidy (including RRH)",2,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,unknown_household_type,0
Hotel or motel paid for without emergency shelter voucher,27,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,without_children,18
Hotel or motel paid for without emergency shelter voucher,27,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_children_and_adults,9
Hotel or motel paid for without emergency shelter voucher,27,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,with_only_children,0
Hotel or motel paid for without emergency shelter voucher,27,all_persons,2016-11-01,2016-11-30,Q15,Other Locations,unknown_household_type,0
