income_range,population,start_date,end_date,question,status,count
No Income,adults,2016-11-01,2016-11-30,Q16,income_at_start,153
No Income,adults,2016-11-01,2016-11-30,Q16,income_at_latest_annual_assessment_for_stayers,6
No Income,adults,2016-11-01,2016-11-30,Q16,income_at_exit_for_leavers,32
$1 -  $150,adults,2016-11-01,2016-11-30,Q16,income_at_start,2
$1 -  $150,adults,2016-11-01,2016-11-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2016-11-01,2016-11-30,Q16,income_at_exit_for_leavers,0
$151 - $250,adults,2016-11-01,2016-11-30,Q16,income_at_start,2
$151 - $250,adults,2016-11-01,2016-11-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2016-11-01,2016-11-30,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2016-11-01,2016-11-30,Q16,income_at_start,25
$251 - $500,adults,2016-11-01,2016-11-30,Q16,income_at_latest_annual_assessment_for_stayers,1
$251 - $500,adults,2016-11-01,2016-11-30,Q16,income_at_exit_for_leavers,6
$501 - $1000,adults,2016-11-01,2016-11-30,Q16,income_at_start,110
$501 - $1000,adults,2016-11-01,2016-11-30,Q16,income_at_latest_annual_assessment_for_stayers,8
$501 - $1000,adults,2016-11-01,2016-11-30,Q16,income_at_exit_for_leavers,23
$1001 - $1500,adults,2016-11-01,2016-11-30,Q16,income_at_start,76
$1001 - $1500,adults,2016-11-01,2016-11-30,Q16,income_at_latest_annual_assessment_for_stayers,9
$1001 - $1500,adults,2016-11-01,2016-11-30,Q16,income_at_exit_for_leavers,13
$1501 - $2000,adults,2016-11-01,2016-11-30,Q16,income_at_start,35
$1501 - $2000,adults,2016-11-01,2016-11-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$1501 - $2000,adults,2016-11-01,2016-11-30,Q16,income_at_exit_for_leavers,10
$2001+,adults,2016-11-01,2016-11-30,Q16,income_at_start,45
$2001+,adults,2016-11-01,2016-11-30,Q16,income_at_latest_annual_assessment_for_stayers,1
$2001+,adults,2016-11-01,2016-11-30,Q16,income_at_exit_for_leavers,7
Client Doesn't Know/Client Refused,adults,2016-11-01,2016-11-30,Q16,income_at_start,0
Client Doesn't Know/Client Refused,adults,2016-11-01,2016-11-30,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2016-11-01,2016-11-30,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2016-11-01,2016-11-30,Q16,income_at_start,43
Data Not Collected,adults,2016-11-01,2016-11-30,Q16,income_at_latest_annual_assessment_for_stayers,1
Data Not Collected,adults,2016-11-01,2016-11-30,Q16,income_at_exit_for_leavers,4
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2016-11-01,2016-11-30,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2016-11-01,2016-11-30,Q16,income_at_latest_annual_assessment_for_stayers,287
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2016-11-01,2016-11-30,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2016-11-01,2016-11-30,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2016-11-01,2016-11-30,Q16,income_at_latest_annual_assessment_for_stayers,83
Number of Adult Stayers without Required Annual Assessment,adults,2016-11-01,2016-11-30,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2016-11-01,2016-11-30,Q16,income_at_start,491
Total Adults,adults,2016-11-01,2016-11-30,Q16,income_at_latest_annual_assessment_for_stayers,396
Total Adults,adults,2016-11-01,2016-11-30,Q16,income_at_exit_for_leavers,95
