ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,60,all_persons,2016-11-01,2016-11-30,Q26b,without_children,60
Chronically Homeless ,60,all_persons,2016-11-01,2016-11-30,Q26b,with_children_and_adults,0
Chronically Homeless ,60,all_persons,2016-11-01,2016-11-30,Q26b,with_only_children,0
Chronically Homeless ,60,all_persons,2016-11-01,2016-11-30,Q26b,unknown_household_type,0
Not Chronically Homeless,614,all_persons,2016-11-01,2016-11-30,Q26b,without_children,243
Not Chronically Homeless,614,all_persons,2016-11-01,2016-11-30,Q26b,with_children_and_adults,361
Not Chronically Homeless,614,all_persons,2016-11-01,2016-11-30,Q26b,with_only_children,9
Not Chronically Homeless,614,all_persons,2016-11-01,2016-11-30,Q26b,unknown_household_type,1
Client Doesn't Know/Client Refused,5,all_persons,2016-11-01,2016-11-30,Q26b,without_children,5
Client Doesn't Know/Client Refused,5,all_persons,2016-11-01,2016-11-30,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,5,all_persons,2016-11-01,2016-11-30,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,5,all_persons,2016-11-01,2016-11-30,Q26b,unknown_household_type,0
Data Not Collected,35,all_persons,2016-11-01,2016-11-30,Q26b,without_children,31
Data Not Collected,35,all_persons,2016-11-01,2016-11-30,Q26b,with_children_and_adults,2
Data Not Collected,35,all_persons,2016-11-01,2016-11-30,Q26b,with_only_children,0
Data Not Collected,35,all_persons,2016-11-01,2016-11-30,Q26b,unknown_household_type,2
