dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,6,all_persons,2016-11-01,2016-11-30,Q14b,without_children,4
Yes,6,all_persons,2016-11-01,2016-11-30,Q14b,with_children_and_adults,2
Yes,6,all_persons,2016-11-01,2016-11-30,Q14b,with_only_children,0
Yes,6,all_persons,2016-11-01,2016-11-30,Q14b,unknown_household_type,0
No,45,all_persons,2016-11-01,2016-11-30,Q14b,without_children,19
No,45,all_persons,2016-11-01,2016-11-30,Q14b,with_children_and_adults,26
No,45,all_persons,2016-11-01,2016-11-30,Q14b,with_only_children,0
No,45,all_persons,2016-11-01,2016-11-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2016-11-01,2016-11-30,Q14b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2016-11-01,2016-11-30,Q14b,with_children_and_adults,1
Client Doesn't Know/Client Refused,1,all_persons,2016-11-01,2016-11-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2016-11-01,2016-11-30,Q14b,unknown_household_type,0
Data Not Collected,14,all_persons,2016-11-01,2016-11-30,Q14b,without_children,13
Data Not Collected,14,all_persons,2016-11-01,2016-11-30,Q14b,with_children_and_adults,1
Data Not Collected,14,all_persons,2016-11-01,2016-11-30,Q14b,with_only_children,0
Data Not Collected,14,all_persons,2016-11-01,2016-11-30,Q14b,unknown_household_type,0
