ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),650,all_persons,2016-11-01,2016-11-30,Q12b,without_children,305
Non-Hispanic/Non-Latin(a)(o)(x),650,all_persons,2016-11-01,2016-11-30,Q12b,with_children_and_adults,336
Non-Hispanic/Non-Latin(a)(o)(x),650,all_persons,2016-11-01,2016-11-30,Q12b,with_only_children,8
Non-Hispanic/Non-Latin(a)(o)(x),650,all_persons,2016-11-01,2016-11-30,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),61,all_persons,2016-11-01,2016-11-30,Q12b,without_children,33
Hispanic/Latin(a)(o)(x),61,all_persons,2016-11-01,2016-11-30,Q12b,with_children_and_adults,27
Hispanic/Latin(a)(o)(x),61,all_persons,2016-11-01,2016-11-30,Q12b,with_only_children,1
Hispanic/Latin(a)(o)(x),61,all_persons,2016-11-01,2016-11-30,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2016-11-01,2016-11-30,Q12b,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2016-11-01,2016-11-30,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2016-11-01,2016-11-30,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2016-11-01,2016-11-30,Q12b,unknown_household_type,0
Data Not Collected,2,all_persons,2016-11-01,2016-11-30,Q12b,without_children,0
Data Not Collected,2,all_persons,2016-11-01,2016-11-30,Q12b,with_children_and_adults,0
Data Not Collected,2,all_persons,2016-11-01,2016-11-30,Q12b,with_only_children,0
Data Not Collected,2,all_persons,2016-11-01,2016-11-30,Q12b,unknown_household_type,2
