persons_served,total,population,start_date,end_date,question,household_type,count
Adults,491,all_persons,2016-11-01,2016-11-30,Q7a,without_children,339
Adults,491,all_persons,2016-11-01,2016-11-30,Q7a,with_children_and_adults,151
Adults,491,all_persons,2016-11-01,2016-11-30,Q7a,with_only_children,0
Adults,491,all_persons,2016-11-01,2016-11-30,Q7a,unknown_household_type,1
Children,221,all_persons,2016-11-01,2016-11-30,Q7a,without_children,0
Children,221,all_persons,2016-11-01,2016-11-30,Q7a,with_children_and_adults,212
Children,221,all_persons,2016-11-01,2016-11-30,Q7a,with_only_children,9
Children,221,all_persons,2016-11-01,2016-11-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-11-01,2016-11-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-11-01,2016-11-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-11-01,2016-11-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-11-01,2016-11-30,Q7a,unknown_household_type,0
Data Not Collected,2,all_persons,2016-11-01,2016-11-30,Q7a,without_children,0
Data Not Collected,2,all_persons,2016-11-01,2016-11-30,Q7a,with_children_and_adults,0
Data Not Collected,2,all_persons,2016-11-01,2016-11-30,Q7a,with_only_children,0
Data Not Collected,2,all_persons,2016-11-01,2016-11-30,Q7a,unknown_household_type,2
For PSH and RRH - the total persons served who moved into housing,146,all_persons,2016-11-01,2016-11-30,Q7a,without_children,77
For PSH and RRH - the total persons served who moved into housing,146,all_persons,2016-11-01,2016-11-30,Q7a,with_children_and_adults,69
For PSH and RRH - the total persons served who moved into housing,146,all_persons,2016-11-01,2016-11-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,146,all_persons,2016-11-01,2016-11-30,Q7a,unknown_household_type,0
